mirID,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63
mir107,0.107555255,-0.182679281,-0.200070083,0.358709961,0.211896002,0.034799747,0.206144601,0.111969642,-0.038093235,0.143795967,0.170667142,-0.120816328,-0.096337132,-0.019668404,0.145722002,0.111326508,0.173973158,0.312488288,-0.106903896,0.054471157,-0.045398422,-0.350980163,0.08221592,0.06563928,0.29169789,-0.321885556,0.02187511,0.085107103,-0.056461565,0.019503459,-0.089120999,-0.147362888,-0.436533183,-0.204585642,-0.073975585,0.105859272,0.200509891,-0.016106354,-0.078973211,0.23240076,0.164207891,-0.115400761,-0.437635958,-0.019253252,-0.180762306,0.167410433,0.04513314,0.256783396,-0.044919498,0.053971987,-0.194492236,-0.183418483,0.141855389,0.51187408,-0.116507903,-0.079648651,0.076338619,-0.432931125,0.076208442,-0.05913889,0.055791959,0.291241229,-0.132932261,-0.196567103
mir108,0.067431629,-0.183822617,-0.142856166,-0.043895103,0.116599306,-0.039334811,0.270531356,0.106843047,-0.047049716,0.180300891,0.175390169,-0.007856308,-0.093190573,0.01368928,-0.121732868,-0.058233432,0.254839778,0.043504056,0.008364839,0.092133187,-0.191243351,-0.085112415,0.102338254,0.197642952,0.29357639,-0.216388553,-0.270003021,0.077082202,-0.05291355,0.000510511,-0.118659452,0.074044488,-0.515320003,-0.102514744,-0.027430916,0.12539582,0.22503598,0.306031257,-0.162766144,0.225642875,-0.087483168,-0.182778269,-0.414418221,-0.047276113,-0.236170039,0.171228185,0.136210233,-0.035861209,0.143537804,-0.049310602,0.074307926,-0.248647243,-0.120092064,0.347774565,-0.011801334,0.009900822,0.150857404,-0.448760182,0.208940655,-0.151629671,-0.162632659,0.354623884,-0.059977941,-0.231201261
mir109,0.11271292,-0.224401698,-0.144767895,0.270431578,0.171378449,0.058522195,0.216216236,0.113988161,0.112321198,0.189871758,-0.055223282,0.020756017,-0.206772029,-0.02341746,0.083776698,-0.060905635,0.162360892,0.31006974,0.023846934,-0.058658428,-0.051571958,-0.121134527,0.101438165,-0.080211148,0.097586825,-0.259421349,-0.029584009,0.086312726,0.096982397,0.050095219,-0.112691589,0.00019777,-0.49016732,-0.157982633,-0.012595033,-0.155849084,0.141101688,0.282081932,-0.287000686,0.271011949,0.031674638,-0.009904878,-0.643897951,0.000431956,-0.227287263,0.185042113,-0.262623131,0.159081116,0.110833988,-0.106954247,0.027028298,-0.237863094,-0.012450887,0.264430761,-0.053822022,-0.23534292,0.118279032,-0.548466206,-0.228550553,-0.205663934,0.067293994,0.395355612,-0.07411816,-0.114325434
mir110,-0.036381606,-0.118956983,-0.221925452,0.003934625,0.115951791,-0.002603417,0.254119575,0.110661633,-0.007671995,0.241256073,-0.003700855,0.04495427,-0.078075267,-0.09566278,0.142394319,0.1060009,-0.017482892,0.262332916,-0.084795177,0.112865955,-0.05463738,-0.111056037,0.116133295,0.105443954,0.501628757,-0.326866537,-0.010348757,0.110029221,-0.038951945,0.020569416,-0.19845289,-0.137485787,-0.558279395,0.074972376,-0.066092171,-0.072129518,0.182447016,0.241667807,-0.416006714,0.230321839,-0.031065693,-0.061056234,-0.459505081,-0.003581153,-0.194945753,0.197758779,-0.203576192,0.066608898,-0.136128053,-0.041045051,-0.116692595,-0.339698195,0.004483799,0.405926138,0.245137334,0.128015608,0.222148359,-0.498563588,-0.154019684,-0.184451491,-0.051526729,0.245982856,-0.128423095,-0.145456582
mir111,-0.177616447,-0.155391231,-0.23159951,-0.019331347,0.15278253,-0.126551077,0.222748905,0.093579441,0.015933091,0.154672191,0.022313118,0.046168361,-0.08900658,0.183030069,0.004023978,0.046142682,0.239049822,0.209584013,0.05957751,0.218924522,0.239121243,0.011194236,0.081680864,0.099405132,0.258340538,-0.296777964,-0.22525911,0.089800991,-0.250437617,0.083220914,-0.2106684,-0.193869501,-0.531327486,-0.434961557,-0.077184036,-0.212013096,0.190916359,0.106872238,-0.366997749,0.260155171,-0.010589106,-0.070188932,-0.372367889,-0.048181664,-0.164355204,0.177233174,0.042404525,0.09891846,0.077581339,-0.113398373,-0.137433946,-0.213131696,0.04034799,0.410913557,0.144794881,-0.134755224,0.255250871,-0.624721467,-0.110542111,-0.076698646,-0.331502527,0.502529979,-0.056637313,0.104523368
mir112,0.037382357,-0.220638588,-0.342806429,0.114030741,0.128404647,0.084315151,0.317488343,0.107636049,0.021417052,0.184530199,0.092511542,-0.064230904,-0.056733944,-0.026440615,0.009976351,-0.006090461,0.01195736,0.356459439,-0.267144263,-0.014579692,-0.194343939,-0.211340159,0.069030479,0.143916443,0.350136578,-0.329519868,-0.163297966,0.085046858,0.011838995,0.019483477,-0.156282485,-0.052695625,-0.585695326,-0.217762619,-0.059295483,0.053607285,0.173557505,0.23767899,0.213009372,0.200749621,0.041671313,-0.08028698,-0.326827228,-0.026192566,-0.243324742,0.201465264,0.145745516,-0.029604765,0.153375179,-0.140838459,0.226819813,-0.303973317,0.136333987,0.342166126,0.001395422,-0.182931274,0.223077059,-0.511337101,-0.092796527,-0.172955096,-0.12908268,0.184599161,0.039605029,-0.00396908
mir113,-0.02589437,-0.124338493,-0.266511619,0.065094702,0.138504133,0.076955624,0.298349023,0.111378156,0.013251693,0.165486574,-0.329261065,0.16614157,-0.11077404,-0.068141051,-0.039268684,0.059238177,0.039877832,0.263204634,-0.302763969,0.059087262,0.107034594,-0.013852602,0.130776495,0.23003599,0.457601517,-0.265523314,-0.102997296,0.118585818,-0.021352699,-0.001440695,-0.210676476,-0.060799763,-0.637884557,-0.053810537,-0.142921612,-0.048434306,0.04467937,0.237497672,0.2146644,0.221287549,-0.048721928,-0.142269239,-0.462328821,-0.057845347,-0.178680688,0.090933293,0.036529623,0.017430775,-0.046885461,-0.150077388,-0.14960596,-0.303934515,-0.09467008,0.237394765,-0.163556322,0.02281067,0.138158306,-0.540112019,-0.196395069,-0.173573226,-0.183639646,0.583757341,-0.15973711,-0.085388541
mir114,0.082573771,-0.162871987,-0.054060742,0.214835703,0.097380832,0.065481037,0.17335394,0.113294788,-0.07961385,0.143294632,-0.062471729,-0.108599819,-0.180739969,0.113861129,0.09528359,0.157206193,0.076138362,0.116829306,-0.053620011,-0.166883126,-0.033834808,0.110271655,0.152791545,0.129431799,0.366438091,-0.184608296,-0.057636812,0.100605063,-0.331693828,0.027402166,-0.160100982,0.034185365,-0.575913668,-0.238694876,-0.071107946,0.078233324,0.451704949,-0.111365423,0.081333525,0.260016352,0.085936815,-0.075320043,-0.318128198,-0.026017748,-0.203689903,0.223693714,-0.225777119,-0.02296559,0.104837023,-0.088681273,0.137743697,-0.198116004,0.200531229,0.438314408,0.211779714,-0.05491377,0.269509763,-0.44478184,-0.030678431,0.01071554,-0.170735806,0.343887866,0.01979205,-0.004367641
mir115,0.141461387,-0.163695455,-0.107964754,0.081197046,0.145110741,0.0378423,0.185547829,0.053022321,0.065983981,0.138645455,-0.041369118,-0.207892388,-0.157277212,0.094183512,0.058180742,-0.066127472,0.297339529,-0.075836688,0.027459865,-0.107667074,-0.073571876,-0.160408765,0.138073266,0.047877636,0.338093609,-0.221468344,0.109665878,0.109788805,0.02144259,-0.00460334,-0.168603554,-0.097211316,-0.455876589,-0.032423217,0.123945512,-0.149584949,0.163830608,0.518868566,0.257257938,0.201690331,-0.173142165,-0.145855159,-0.387243837,-0.014536819,-0.187218353,0.13167946,0.084287055,0.057757985,0.038236219,-0.120896339,-0.16913031,-0.200875729,0.182365537,0.357350975,-0.288209945,0.066940494,0.22497195,-0.550405145,-0.243977919,-0.193949834,-0.285933018,0.250104338,-0.005290473,-0.118899599
mir116,-0.052656684,-0.04449638,-0.37219879,-0.245660841,0.117559485,-0.043487627,0.324822366,0.123978727,-0.072173521,0.13350603,0.278880984,-0.037356954,-0.036835138,0.148745954,0.097134545,0.185064808,0.500735104,0.134818971,-0.032727692,-0.058684815,-0.22618179,0.10390418,0.119808473,0.113883324,0.348982275,-0.283633024,0.120007478,0.054861929,-0.125068262,0.062326502,-0.224785,-0.299123555,-0.477168113,0.176160753,0.189694226,-0.253752023,0.234404624,0.19975467,-0.466235727,0.233721077,0.158679962,-0.043239057,-0.38898614,-0.013087579,-0.212023601,0.275099099,0.051400207,0.054195728,0.243836164,0.146687105,0.502621531,-0.213678569,0.075304218,0.426397115,-0.012944846,-0.072278686,0.248619318,-0.52483654,0.248392209,0.026706675,-0.245293096,0.445603132,-0.126148522,-0.04704145
mir117,0.141533256,-0.13685967,-0.121294789,0.126539439,0.133375242,0.060117442,0.16426672,0.077874571,0.01875741,0.120815419,-0.058499262,-0.148688078,-0.17641367,0.047876988,0.148311496,-0.064583845,0.256538719,-0.088062316,0.017346963,-0.072867081,0.05212624,-0.091544874,0.138086185,0.006845979,0.397939384,-0.187433377,0.106201798,0.09873794,-0.090531357,0.012697837,-0.128712609,-0.101594493,-0.403573334,-0.09484905,0.206458896,-0.047775216,0.276117831,0.329904765,0.252397656,0.231296748,-0.162017629,-0.050688595,-0.410854548,-0.016027147,-0.15783295,0.123489752,0.189241126,-0.000361237,0.044031389,-0.086200535,-0.172855422,-0.169670373,0.216105312,0.370472223,-0.141543373,-0.018588932,0.085412003,-0.475490868,-0.205963656,-0.140450597,-0.120468922,0.38301158,0.026970789,-0.196569383
mir118,-0.002840172,-0.237768129,-0.371889532,0.034640182,0.193890736,0.026236977,0.334689677,0.111393876,0.04757721,0.14676702,-0.028807495,-0.021701923,-0.014002066,0.097507514,0.176632971,0.064523205,0.377901495,-0.002707955,-0.05851027,0.175094947,-0.133153334,-0.144040212,0.072995231,0.153119087,0.270837873,-0.452473104,-0.183016554,0.070280649,-0.027714832,0.0759634,-0.178394943,-0.190089703,-0.495627224,-0.187826991,0.089423969,-0.053889398,0.237857938,0.12398991,0.350894332,0.107135594,0.088005222,-0.024524581,-0.443144232,-0.041757841,-0.209027559,0.186457694,0.092507482,0.034527447,-0.05135889,-0.12197803,0.241558284,-0.320333123,0.039721929,0.425083548,-0.067379214,-0.140880615,0.253761172,-0.678712547,-0.217948079,-0.01711073,0.070639312,0.345167667,-0.289732546,-0.093386278
mir119,0.142941296,-0.13185291,-0.238150954,0.148657426,0.108965255,0.037622582,0.167414054,0.090480179,0.015257716,0.116812468,-0.133833587,-0.006423292,-0.160718605,0.159922153,-0.030751226,-0.009545248,0.402871579,0.099208109,-0.075296402,-0.092183866,0.148130536,0.099423036,0.169089705,0.21074304,0.276319623,-0.200735942,0.142943025,0.136693135,-0.187532529,0.020561742,-0.231430799,0.035475563,-0.501837909,-0.388213873,-0.008852057,-0.012586651,0.452728063,0.120649755,0.268798232,0.235283941,-0.220519379,-0.134524837,-0.312609375,-0.060806762,-0.187658221,0.131091729,0.029444914,-0.180658549,0.18043156,-0.062595703,-0.07235691,-0.209581733,-0.00914926,0.369375378,-0.24342522,-0.030927578,0.241309956,-0.507280886,0.077643506,-0.121045187,-0.226166651,0.291056722,0.080848821,0.154991716
mir120,0.022204952,-0.153010845,-0.168980703,-0.1037829,0.185303152,0.033180971,0.209784269,0.076466016,-0.009247744,0.154084384,0.014801694,-0.081024535,-0.174865842,0.06518659,-0.053930629,-0.007904818,0.458770722,0.051182494,0.008718604,0.140782014,0.062502198,-0.142328292,0.103414103,0.075085327,0.12816529,-0.306758612,0.033768333,0.097934313,-0.105654739,0.013553433,-0.213517427,-0.33336255,-0.626604676,0.004269491,-0.02800739,-0.008353417,0.095295876,0.219340667,0.07698112,0.214430913,-0.052610364,-0.187506944,-0.515943289,-0.036444779,-0.228833959,0.19063361,-0.055460665,-0.109434821,0.143017784,-0.0466175,-0.508840442,-0.178355396,-0.010423104,0.487784356,0.101728939,-0.164359346,0.225691274,-0.549043715,-0.232022494,-0.096060537,-0.233132362,0.338984489,-0.025475534,-0.151659787
mir121,0.170860618,-0.199436128,-0.264809102,0.197885409,0.182070374,0.048115812,0.212768435,0.090538569,0.048522919,0.144885853,-0.072784685,-0.037243932,-0.107574739,-0.048646279,0.075544544,0.215515465,0.319302619,0.331606895,-0.059814464,0.057794094,0.099319093,-0.212255701,0.096458703,0.166274562,0.250787914,-0.331766695,-0.067665502,0.144951627,0.050755441,0.009734307,-0.218765318,-0.271533012,-0.550772071,-0.138137519,-0.010746808,-0.115583166,0.30647251,0.105405807,0.105117358,0.194767177,-0.020683223,-0.11314927,-0.390678525,-0.044585329,-0.168751016,0.138987795,0.108688183,-0.11774306,0.015144853,-0.013411169,-0.3651025,-0.270941108,0.091234036,0.389127553,-0.125865608,-0.198093399,0.228496894,-0.510112703,-0.287296951,0.008962935,0.022768162,0.28368187,-0.1381291,0.14201881
mir122,0.022995884,-0.129158825,-0.14718388,0.120560616,0.118742213,0.014993685,0.187669471,0.112612024,-0.073730305,0.104996085,0.079224892,0.187273294,-0.085845925,0.125746116,0.163941875,0.135423541,0.35448122,0.042874124,0.082115315,0.004124439,-0.205809876,0.034809276,0.11430791,0.124276064,0.183196753,-0.203313053,0.232506126,0.089587003,-0.06749779,0.049480967,-0.201692775,-0.205275491,-0.392340213,-0.100578003,0.142385587,-0.1783472,0.246286452,0.017941801,-0.103576034,0.266675085,-0.102607064,0.008090619,-0.484620214,-0.039612282,-0.187562346,0.191011369,0.322807044,-0.181652322,0.091249079,-0.121605963,0.302760631,-0.151295602,0.022449039,0.525998652,0.340011388,-0.170968175,0.245874509,-0.404858947,0.134447664,0.174734235,-0.142275274,0.337696254,0.041490275,-0.172905371
mir123,0.106679603,-0.14968586,-0.300354451,-0.120849654,0.146934718,0.203790039,0.16616036,0.101258844,0.028837839,0.154555887,-0.258632243,0.077110715,-0.115034282,0.011600683,0.191231355,-0.064009517,0.055717923,0.213812485,-0.040420968,0.076091379,-0.05256369,-0.272416174,0.125225991,0.02930906,0.233687922,-0.240174741,0.12677972,0.118642546,0.021483151,-0.013754849,-0.135263249,0.05874221,-0.436638534,0.177702591,-0.159133062,-0.042157281,0.237335354,0.333546519,-0.054760993,0.219954535,-0.080621675,-0.11275211,-0.440357417,-0.023072351,-0.203491181,0.12242192,0.057954162,0.180042922,0.065014951,-0.238344282,-0.129903018,-0.234797448,0.158449665,0.300878644,0.156327665,0.124317355,0.076943912,-0.532010376,0.032068256,-0.194676116,0.06333416,0.450936705,-0.199251637,-0.112822235
mir124,0.180089548,-0.156208351,-0.117572658,0.043330546,0.126116723,-0.039826494,0.229504392,0.082170904,0.02602659,0.129817754,-0.113599919,0.213811472,-0.047848746,0.06794548,0.058137104,-0.13486363,0.000862547,0.158188626,-0.039118808,-0.174448922,-0.024142703,-0.268013328,0.119732633,0.088383242,0.30183062,-0.255016983,-0.025447473,0.059115719,0.082097478,-0.030460045,-0.135262609,0.224195629,-0.37414971,-0.126140043,-0.065820403,-0.10769929,0.327511251,0.397193968,-0.213175058,0.204365626,-0.063207008,-0.02436688,-0.354730248,-0.037278946,-0.189776704,0.141005144,0.287808418,-0.131672353,0.032508478,-0.028540267,0.261550426,-0.298926204,0.032921318,0.297358453,-0.089250736,0.163265884,0.06213117,-0.507069886,0.178590387,-0.197536215,-0.117518045,0.348746926,-0.161507562,-0.222151116
mir125,0.034841198,-0.162029713,-0.393373013,-0.100429267,0.123325579,0.151857108,0.252450645,0.113606744,0.083212361,0.169414312,0.008317422,0.120377406,-0.035984296,0.058367476,0.026918491,-0.11531128,0.016102841,0.38096565,0.028420063,-0.248059943,0.015938973,-0.259086102,0.102079168,0.123219006,0.132556766,-0.356816649,-0.171814442,0.048649494,0.035611387,-0.030950362,-0.174741089,0.067448489,-0.567329228,0.033476967,-0.261840463,0.044510469,0.349854797,0.162982225,-0.096737117,0.147199124,-0.03977849,-0.139559969,-0.406964481,-0.048186608,-0.233645141,0.207553744,0.01913834,0.061615508,0.293370008,-0.124616891,0.138610959,-0.303598404,-0.00925102,0.331300348,0.153447479,-0.114261098,0.211418375,-0.624909341,0.075745925,-0.172084093,-0.117481634,0.315278113,-0.183614194,0.042917669
mir126,0.105246603,-0.151234344,-0.152911589,0.104207873,0.208337799,-0.044304062,0.259835243,0.079233661,-0.000519998,0.158533484,0.014487443,-0.172608301,-0.160671175,0.045377538,-0.056066532,0.14238739,0.396480948,0.260888904,-0.176061034,0.088578217,0.055201873,-0.183489218,0.084490389,0.04028007,0.302389741,-0.266988993,-0.039668426,0.104061201,-0.100996353,-0.011384414,-0.203625947,-0.384309739,-0.688449681,-0.057686362,-0.054532025,-0.127645284,0.048309904,0.195763707,0.106439859,0.212010667,0.036670756,-0.148817226,-0.467087001,-0.027295105,-0.20893082,0.17376785,0.062728576,-0.04062926,-0.002886177,-0.06737417,-0.372998148,-0.196962863,0.026175926,0.399226278,-0.023155799,-0.223020807,0.214523882,-0.44968304,-0.296954066,-0.020384734,-0.061152138,0.29235661,-0.089615993,0.094539277
mir127,-0.019884564,-0.059343979,-0.280750155,-0.09266296,0.101159818,-0.056034215,0.264509857,0.071641646,-0.051906314,0.133011222,-0.068959266,0.137645155,-0.019272869,0.243572354,-0.078289181,0.092761792,0.003199325,0.304457992,0.224874377,-0.291873574,0.167631283,-0.157228231,0.144841164,0.103819102,0.437190294,-0.271758437,-0.283271313,-0.003390464,-0.083349362,-0.033878889,-0.227578312,0.15070492,-0.631344438,0.02782728,-0.037657399,0.005854489,0.190726101,0.10146153,0.056898862,0.195105597,-0.134432346,-0.023284363,-0.455180466,-0.058685791,-0.133658066,0.168780938,-0.061917163,-0.096961871,0.067916669,-0.077113941,-0.014428298,-0.213562369,0.037756469,0.39417997,-0.017417265,0.160872161,0.251306385,-0.586570382,-0.122949265,-0.001556815,-0.35214597,0.400666207,-0.019259619,-0.179348454
mir128,-0.096797407,-0.196876913,-0.272100598,0.209127173,0.142459273,0.056589436,0.215180114,0.124592684,-0.029157085,0.139585167,0.053483065,0.095575355,-0.078296408,0.16693446,-0.017844338,0.063058473,0.446799517,0.137486547,0.183058709,0.021411074,-0.149535552,0.086407289,0.121005081,0.145206749,0.061351947,-0.330980271,-0.010755129,0.03439115,-0.181478009,0.018911356,-0.191679999,-0.170788571,-0.558911443,-0.231027246,-0.183042437,-0.017346386,0.121707089,0.113641046,-0.141088009,0.269842446,-0.042206347,-0.158620372,-0.473670661,-0.038227066,-0.278369606,0.159284383,-0.00962249,0.001405316,-0.275601447,0.05983942,-0.095656335,-0.183220029,-0.040277429,0.48634389,0.273037404,0.066916659,0.227634445,-0.541561604,0.021068461,-0.013511798,-0.226189792,0.238110811,-0.026280167,-0.119889699
mir129,-0.021179011,-0.069243237,-0.091164462,0.073721282,0.143738911,0.045633804,0.214894488,0.094266519,-0.07512439,0.1192315,-0.002073975,0.120984688,-0.009694101,-0.046713382,0.142587915,0.078629427,0.28843081,0.277903795,0.043842163,-0.025810041,-0.252869636,-0.181246459,0.084123164,0.033375494,0.39888373,-0.306392491,-0.017552266,0.098421305,-0.082851239,0.051642247,-0.123757139,-0.157476962,-0.389778644,-0.227446422,-0.06968262,-0.089245804,0.140720591,0.066195518,0.225298345,0.249115378,-0.055139832,0.108873695,-0.382065117,-0.030664457,-0.157018557,0.156035975,0.018564537,0.014643848,-0.037505828,-0.070329383,-0.278835803,-0.308914781,0.044125065,0.282284915,0.103790045,0.005444416,0.118749812,-0.483772486,0.254638314,-0.111296989,-0.107465968,0.323968738,-0.079213902,-0.349034101
mir130,0.124844573,-0.21233575,-0.242581859,-0.009231355,0.155827597,0.192302346,0.253193408,0.104953066,0.033614036,0.146094397,0.005484866,-0.167325601,-0.084554598,-0.079072878,-0.062673129,0.070441686,0.093251646,0.033945173,0.30062604,-0.215976492,0.001140601,-0.041391838,0.144982651,0.251152009,0.15166977,-0.232854798,0.181554168,0.060406394,0.113806695,0.011956665,-0.184336022,0.056872386,-0.464688331,-0.032079466,0.166533872,0.2065126,0.182722896,0.510774076,0.214406148,0.226802066,0.095410258,-0.188501075,-0.514531076,-0.020932008,-0.282371461,0.214927524,0.065325938,-0.083721496,-0.093346447,-0.034892824,-0.197378352,-0.222338051,0.233096138,0.502506256,-0.198325977,0.222586691,0.190468639,-0.364245266,0.251298219,-0.202493012,-0.182847902,0.19163996,-0.07097964,-0.193453535
mir131,0.124256156,-0.107684739,-0.309352338,-0.112282179,0.113322437,-0.028538859,0.166822433,0.114579797,-0.025113653,0.132235616,-0.245948166,0.040534198,-0.102377713,0.127783954,-0.005736806,0.030703714,0.124833219,0.13480185,-0.086306535,-0.022413287,0.035352319,-0.081000105,0.151255056,0.062377937,0.287033021,-0.222402528,0.117600366,0.127275079,-0.20046176,-0.008556431,-0.226142332,0.08827839,-0.603456616,0.116996817,-0.198506907,0.065478839,0.462804556,-0.060997553,-0.069648914,0.243347988,-0.104555272,-0.175718412,-0.514034748,-0.026497869,-0.166295871,0.128340185,0.020318784,0.079533562,0.152763084,-0.239322752,-0.133749083,-0.168366611,-0.261274397,0.485208064,0.194635898,0.025460063,0.251878709,-0.506375253,0.103351995,-0.102386564,0.018257217,0.488275468,-0.156291366,-0.058976185
mir132,0.129206076,-0.134621665,-0.299380809,-0.014719504,0.171158791,0.096228436,0.241513088,0.135083959,-0.020127099,0.14533931,-0.101659335,0.104638897,-0.115195297,0.016487157,0.177860886,-0.02821287,0.047395147,0.230861321,-0.068115413,-0.025960883,0.092147432,-0.143461987,0.125238642,0.161584511,0.258272529,-0.29272449,0.099418648,0.056829814,-0.035087664,-0.04748971,-0.116818547,-0.049191438,-0.594731987,0.212568924,-0.352041334,-0.019666836,0.021276994,0.032009549,-0.039944485,0.235782281,0.000489461,-0.197950438,-0.641714811,-0.024903253,-0.203986719,0.115871429,0.335508913,0.143207446,0.064591952,-0.170114726,-0.115650445,-0.202629954,0.259191096,0.314025313,0.113716871,0.025544686,0.13480635,-0.533615947,-0.051975511,-0.114104487,0.135219082,0.518957913,-0.001995173,-0.144774824
mir133,0.129206076,-0.134621665,-0.299380809,-0.014719504,0.171158791,0.096228436,0.241513088,0.135083959,-0.020127099,0.14533931,-0.101659335,0.104638897,-0.115195297,0.016487157,0.177860886,-0.02821287,0.047395147,0.230861321,-0.068115413,-0.025960883,0.092147432,-0.143461987,0.125238642,0.161584511,0.258272529,-0.29272449,0.099418648,0.056829814,-0.035087664,-0.04748971,-0.116818547,-0.049191438,-0.594731987,0.212568924,-0.352041334,-0.019666836,0.021276994,0.032009549,-0.039944485,0.235782281,0.000489461,-0.197950438,-0.641714811,-0.024903253,-0.203986719,0.115871429,0.335508913,0.143207446,0.064591952,-0.170114726,-0.115650445,-0.202629954,0.259191096,0.314025313,0.113716871,0.025544686,0.13480635,-0.533615947,-0.051975511,-0.114104487,0.135219082,0.518957913,-0.001995173,-0.144774824
mir134,-0.064597197,-0.178624898,-0.171144024,0.085844979,0.145238534,0.024889747,0.184028,0.141297638,0.025621485,0.192452669,0.001559612,0.074868068,-0.202580139,-0.039964933,0.074296542,-0.000231847,0.076238647,0.144555926,0.141408414,-0.009137016,-0.010439365,-0.028636049,0.096046478,0.016190328,0.087898426,-0.213066593,-0.191055596,0.112329394,0.01029423,0.01083042,-0.129463956,-0.107142434,-0.446442008,0.117597602,-0.067449331,-0.16580683,0.374878705,0.325476587,-0.358538479,0.30086413,-0.106210716,-0.052494489,-0.62431401,0.026600419,-0.248008013,0.215604335,-0.125125617,0.109797962,0.108358167,0.064560086,-0.074111536,-0.180246919,-0.04278918,0.375098616,0.051208258,-0.040853295,0.069728836,-0.450780869,0.207859188,-0.203181982,-0.218982488,0.197418153,-0.173710316,-0.024710216
mir135,0.094296537,-0.102146916,-0.254564613,0.039776798,0.120012857,0.119487539,0.203517079,0.124936573,0.049208686,0.154659972,-0.043694444,0.218782857,-0.081553333,0.051780019,-0.061007675,-0.036081135,0.221595034,0.258794039,0.179342374,-0.105577186,0.098903649,0.150855571,0.135359511,0.001031395,0.047233611,-0.201421231,0.05032336,0.093053654,0.031241139,0.003385861,-0.192687929,0.007454419,-0.421340525,0.107637838,-0.07060203,-0.137689903,0.456914127,0.310743868,0.160622045,0.271748096,-0.179943249,0.059529852,-0.546877205,-0.01051918,-0.239426687,0.168095589,-0.037831202,0.015856991,0.082749404,0.028150441,-0.206986874,-0.252463996,-0.254137754,0.283196002,-0.160730705,0.051080618,0.084042974,-0.433828205,0.338415563,-0.198179796,-0.163931489,0.252205431,-0.28338784,-0.15050213
mir136,-0.124279745,-0.132310852,-0.264355689,-0.031428497,0.15131177,0.141220912,0.303281993,0.103246637,0.007045668,0.206059039,-0.005906202,0.142164245,-0.07694418,-0.004902704,-0.113101698,0.021410644,0.063900113,0.023056887,-0.109058388,-0.01363109,-0.178060517,-0.103257366,0.107527018,0.224835157,0.117436305,-0.230691627,0.034280036,0.10333927,0.023274107,-0.002993666,-0.1638567,-0.029711967,-0.48910594,-0.021064287,-0.045038827,0.097487263,0.140604183,0.544884026,-0.196617663,0.251718909,-0.063049138,-0.152441397,-0.592393816,-0.042804793,-0.269740134,0.196868613,-0.141778916,-0.028788436,0.145723999,0.055548042,-0.302808702,-0.306672066,-0.072866842,0.175516337,-0.090514153,0.130101606,0.089220829,-0.431841671,0.084787339,-0.169660494,-0.188065112,0.426448524,-0.13770999,-0.414678723
mir137,-0.124279745,-0.132310852,-0.264355689,-0.031428497,0.15131177,0.141220912,0.303281993,0.103246637,0.007045668,0.206059039,-0.005906202,0.142164245,-0.07694418,-0.004902704,-0.113101698,0.021410644,0.063900113,0.023056887,-0.109058388,-0.01363109,-0.178060517,-0.103257366,0.107527018,0.224835157,0.117436305,-0.230691627,0.034280036,0.10333927,0.023274107,-0.002993666,-0.1638567,-0.029711967,-0.48910594,-0.021064287,-0.045038827,0.097487263,0.140604183,0.544884026,-0.196617663,0.251718909,-0.063049138,-0.152441397,-0.592393816,-0.042804793,-0.269740134,0.196868613,-0.141778916,-0.028788436,0.145723999,0.055548042,-0.302808702,-0.306672066,-0.072866842,0.175516337,-0.090514153,0.130101606,0.089220829,-0.431841671,0.084787339,-0.169660494,-0.188065112,0.426448524,-0.13770999,-0.414678723
mir138,-0.01406291,-0.214560241,-0.262280226,0.070325933,0.151286811,0.071151651,0.224629954,0.118462063,0.010421909,0.176136672,-0.088464536,0.130907729,-0.095128015,-0.076359145,0.005098317,0.085118733,0.160013512,0.161098018,-0.034047566,0.033225305,-0.240976706,-0.033779152,0.112962946,0.21452181,0.10359022,-0.223705918,0.144708768,0.152723879,0.049946006,0.029818837,-0.16142562,-0.0543046,-0.460052043,-0.133795887,-0.157017589,-0.012361667,0.116823643,0.470066696,-0.187660366,0.259838611,-0.069335543,-0.133267939,-0.511030018,-0.020145578,-0.29081288,0.1511105,-0.159408435,0.005239794,0.022859866,0.067929678,-0.321863025,-0.297647595,0.151388586,0.264113486,-0.055174261,0.092881046,0.104853541,-0.416279346,0.063498668,-0.188957393,-0.086187728,0.325497538,-0.145057485,-0.241578132
