SMID,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63
comp143,0.076901928,-0.057041943,-0.95500499,-0.014606355,-0.006269092,0.252513677,0.004715878,0.158178285,-0.018394213,0.045026455,0.084686741,0.012277422,-0.005080515,-0.080509014,0.084366247,0.081553638,-0.052466795,-0.012086587,-0.005893819,0.049733195,-0.111992665,-0.012755277,0.055688765,-0.097721651,-0.133895665,-0.265308052,-0.722230375,0.0442825,-0.054564916,0.083526611,0.060592059,-0.123316921,-0.014849799,0.104064316,0.101392321,0.103912756,0.157971188,0.014408758,-0.126557499,0.160339087,0.11762169,0.008044956,-0.033900097,0.063020788,0.028810391,0.433962733,0.029551396,-0.532964945,-0.012561346,-0.107903287,0.108992845,-0.092885986,0.120778821,-0.149722278,0.44965443,-0.056211956,-0.029327331,-0.087336652,-0.075755186,-0.088007919,-0.118570961,0.034231577,-0.881545424,0.025473539
comp144,0.070997126,-0.038751885,-0.763378263,-0.018808369,-0.034226391,0.337477118,-0.005926599,-0.034749344,-0.027898787,0.054030161,0.106399789,-0.007256742,-0.011711461,-0.064121455,0.033246797,0.06956505,-0.053458232,-0.006944204,0.024562167,-0.028024536,0.043038402,-0.010898793,0.078034967,-0.165164113,-0.014901605,-0.245739177,-0.181487009,-0.0208809,0.026464837,0.100692928,0.12958765,0.045557909,-0.063182615,0.066214353,0.10252247,-0.024757197,0.078929394,-0.066871591,-0.035437431,0.014754509,0.120322734,-0.036417391,-0.016221624,-0.053920571,0.002531792,0.370270014,0.023188457,-0.329123259,-0.011467868,-0.068964064,0.060996532,-0.111618593,0.028487699,0.036735423,0.306994528,-0.077952959,0.032666929,-0.043394439,0.050884951,-0.061531313,0.079345614,0.025116533,-0.608532071,0.081763431
comp145,-0.072955601,-0.022464832,-0.472380698,-0.013302516,-0.03310442,0.320896804,-0.008245013,-0.066216916,0.092170849,0.011894549,0.075498119,0.023541087,-0.010763255,-0.01912868,0.045039121,-0.012178833,-0.024143046,-0.058811646,-0.081212275,0.060466476,-0.030433498,0.005362541,0.09187343,-0.142625704,-0.049652126,-0.193099082,-0.008886191,0.021152703,0.051507771,0.124097377,-0.032426979,0.182329565,0.002461275,0.051959336,0.086648524,-0.040029544,-0.069244236,-0.052853454,-0.019223895,0.039770626,0.149957389,-0.023923913,-0.012358388,0.042459797,-0.040272776,0.366080284,-0.012351916,-0.281937391,0.028892653,0.018904177,0.040574402,-0.151897192,0.118249357,0.019013882,0.334720939,-0.000492275,0.027488012,-0.042934258,-0.079509467,-0.006579135,0.147172049,0.062595703,-0.505420804,0.055068586
comp146,0.032060392,0.012355251,-0.816515148,-0.019977365,-0.013310666,0.281017125,-0.021197423,-0.003599407,0.007855348,0.029459562,0.11726974,0.037650917,-0.010382081,-0.079606123,0.045232166,0.015550039,-0.043962512,0.074885726,-0.015358113,0.050154608,-0.066476218,0.017718449,0.079521351,-0.149348572,-0.019743863,-0.218814597,-0.305133969,0.075208358,-0.021140154,0.101713628,0.034974523,0.035622627,-0.074000567,0.076203614,0.11103601,0.024069242,0.065977089,-0.039438844,-0.089500256,0.102639921,0.093620956,-0.007460558,-0.056321859,0.101595059,-0.021326639,0.433201373,0.045713983,-0.371812999,-0.09234415,-0.100028187,0.069714516,-0.0857547,0.177005306,0.027702464,0.296832532,-0.028059468,-0.00546194,-0.098952629,-0.050958823,-0.002417312,0.002490538,0.020620368,-0.730153561,0.084043436
comp147,0.075589836,-0.004714548,-0.158874825,-0.006467462,-0.027452771,0.570188701,0.003271514,-0.054165382,-0.055022608,0.018154686,0.03763305,0.028216634,-0.010607286,-0.025070088,0.004092979,-0.052311044,-0.007229541,-0.056379411,-0.030622547,0.054586887,0.098665848,-0.035614148,0.066846281,-0.160804063,-0.037736025,-0.185583472,0.047675036,-0.005546079,0.067350179,0.13465929,-0.035519868,0.17821455,-0.001406172,0.07776802,0.10389711,0.001318489,-0.191472635,-0.021731999,-0.00086007,-0.033152502,0.228859171,-0.024048327,-0.040348634,0.044485256,0.036492772,0.259992927,0.000597897,-0.250189424,0.059061892,0.015156975,0.01350376,-0.174223259,0.038163081,0.010898666,0.324353904,0.003096066,-0.008986475,-0.000367305,-0.045046821,-0.005698756,0.206329226,0.046459273,-0.384205848,-0.036730852
comp148,-0.027365062,-0.018125258,-0.576804757,-0.012068296,-0.035680477,0.298074335,-0.37899366,-0.075247861,0.011532402,0.017096205,0.053957947,0.116882034,-0.012759741,-0.040985629,0.042571608,-0.004863989,-0.027048601,-0.014035781,-0.02566343,0.029700615,-0.045817729,-0.100704059,0.09534923,-0.119642608,-0.005646736,-0.180747166,-0.044265024,0.02609764,0.027323401,0.115125746,0.012208031,0.150444865,-0.010730579,0.06400007,0.094494373,0.084142767,-0.034175903,-0.034117613,-0.062840246,-0.083459236,0.129293025,-0.02192542,-0.01783761,-0.01389839,-0.024663076,0.35463506,0.025751315,-0.295982599,-0.004785493,0.004693777,0.048856139,-0.148896053,0.108079202,0.02206031,0.348976552,-0.089036077,0.003042704,-0.083398864,-0.064921737,0.002957832,0.143143296,0.048577115,-0.55601871,0.16864939
comp149,0.110506572,-0.021862892,0.071431465,0.148810655,-0.024700195,0.45875451,-0.006695412,-0.01419731,-0.015435619,0.124897875,0.115733631,-0.019284099,-0.031453189,0.0020456,0.012658599,-0.034290999,-0.020002391,-0.028855298,0.031596374,0.026429405,0.058054876,0.05269035,0.087047473,-0.238865972,0.01175059,-0.215395406,0.023495767,0.008798314,-0.012843612,0.04096283,0.026297262,0.165861428,-0.044577602,0.082617939,0.175131917,-0.018900588,-0.219330698,0.031763554,-0.011706923,0.020012453,0.312088281,0.007408753,-0.054384232,-0.039137743,0.015772365,0.395535797,-0.081446618,-0.053849839,-0.058089647,0.010135566,0.02591322,-0.115031585,0.026690515,0.007888954,0.347140551,-0.058053382,0.040300637,-0.054546077,-0.108953945,-0.041130275,0.199342042,0.000688032,-0.366190076,0.028964104
comp150,0.109494865,0.00887466,0.074977577,0.125081688,-0.067112938,0.488488227,-0.042560808,-0.096938834,0.003849993,0.061686195,0.086972497,-0.02514427,-0.025720531,-0.040289406,0.009747526,0.038086589,-0.035343837,0.035422515,-0.013519496,-0.004309851,0.120569006,0.017568409,0.038386136,-0.306072652,-0.009264168,-0.362900376,0.021568583,0.00713166,-0.005229884,0.021584326,-0.003746984,0.158761472,-0.007659535,0.03902515,0.182260036,-0.035204221,-0.144034863,0.028980097,-0.078867584,0.00046076,0.507400513,-0.037326589,0.001644477,0.084787756,-0.035277817,0.252023667,-0.042635389,-0.03275194,-0.073991708,-0.018603034,0.033626854,-0.18018654,0.048043441,0.056263164,0.382659853,-0.018003823,0.024167351,0.003983398,-0.021644952,-0.05373548,0.188964933,0.009323675,-0.286895394,0.085052527
comp151,0.044254687,-0.004310544,-0.086729772,0.015341206,-0.029811284,0.44424817,-0.327337116,-0.028143276,-0.056061607,0.02383879,0.057164583,0.052026857,-0.012243783,-0.012211403,-0.061736144,-0.011896977,-0.004324245,-0.004872052,-0.020953991,0.036549155,0.071663469,0.028701572,0.062015027,-0.226038948,-0.070902467,-0.211507916,0.046367571,-0.003169341,0.050521765,0.125283837,-0.028022973,0.227423504,-0.027771112,0.053779401,0.079154968,0.066668965,-0.166838884,-0.084484726,-0.007801695,-0.021588691,0.247218236,0.041203812,-0.012108568,-0.013957479,-0.047618769,0.34115836,-0.059290744,-0.207304016,0.045724567,-0.011620847,0.014515877,-0.199095756,0.052873272,0.026395623,0.263197452,-0.04214951,0.028526397,-0.096096985,0.057551853,-0.030291129,0.15892604,0.043907534,-0.371884227,0.04796958
comp152,-0.044524461,0.004839364,-0.440413833,-0.013025975,-0.033264477,0.348880053,-0.015754828,-0.06234058,0.099390745,0.016162287,0.057291109,0.049939211,-0.010601291,-0.022732576,0.004576244,0.011618009,-0.022825606,-0.06773898,-0.117333509,0.055996194,0.022925982,0.004103492,0.10251803,-0.121921837,-0.037566524,-0.206930578,0.008300504,-0.033486769,0.024300601,0.120365709,0.013580183,0.170229554,-0.012846792,0.049617589,0.09156505,-0.011125583,-0.060882501,-0.03515454,-0.023851698,0.026529068,0.14501524,-0.054489587,-0.072541304,0.067440584,0.040884871,0.381076038,-0.075991131,-0.271601915,0.034086332,0.015993252,0.032316923,-0.117479436,0.062557586,0.01596307,0.333166957,-0.009619797,-0.011563321,-0.002413346,-0.046982795,-0.025167808,0.219386891,0.063460879,-0.386074901,0.093283437
comp153,0.015751395,-0.036712211,-0.148569837,0.00334937,-0.025850238,0.438136727,-0.022612283,-0.025409639,-0.04149558,0.017123589,0.085541248,0.030662704,-0.012786213,-0.014630564,0.032048784,0.012819548,-0.006596366,-0.031154567,-0.080397353,0.068757065,0.027164711,0.018560855,0.069534153,-0.197257087,0.005311433,-0.221826911,0.049859278,0.011150404,0.002276837,0.119452909,-0.041548729,0.222192615,-0.030598598,0.043804199,0.090085648,-0.042793855,-0.163262144,-0.009944648,-0.026231371,-0.031971719,0.245581552,-0.003509655,-0.089152142,0.0686078,0.019454928,0.31297949,-0.093909584,-0.233528972,0.011464526,0.011124714,0.015689701,-0.251106203,0.013574005,0.024645373,0.314903855,-0.015094649,0.039387785,0.002424919,-0.058020659,-0.005820224,0.187974378,0.066452794,-0.232057944,0.072554685
comp154,0.040807445,-0.015860781,-0.088959999,0.016703378,-0.026064776,0.462808549,-0.118737616,-0.106856927,-0.003622238,0.022422794,0.10186813,-0.029843351,-0.015451225,0.061511807,0.006994382,0.048742883,-0.00869738,0.009153048,-0.023184303,-0.062235869,0.124519505,-0.04106757,0.00051716,-0.254016668,0.040203065,-0.248667106,0.041197196,-0.030447565,0.050834075,0.12578243,-0.029888304,0.173898131,-0.034883056,0.072419465,0.090804368,-0.0125422,-0.106078349,0.023605451,-0.05367218,-0.057041787,0.33517921,0.023905758,-0.008227041,-0.022273248,0.014043646,0.326273382,-0.035205714,-0.185296983,-0.082486473,-0.01121215,0.016498744,-0.147882015,-0.005446606,0.030186314,0.294055343,-0.013697935,0.036187753,-0.049948446,0.038198564,-0.035043228,0.154322162,0.030973522,-0.396815389,0.079502568
comp155,0.056026623,-0.02206151,0.05950338,0.109017603,-0.037672244,0.482551366,-0.035360888,-0.089264527,-0.0127546,0.115117714,0.057091553,0.016969716,-0.059275512,0.024599029,0.066978179,-0.039303496,-0.013173422,-0.023972495,-0.047444448,0.068076506,0.073194832,0.070874378,0.042998448,-0.369576603,-0.008340083,-0.23090677,0.019735994,0.033314642,0.03787462,0.032970682,-0.001621797,0.245161504,0.039788436,0.090831317,0.111627378,-0.037445117,-0.136041716,0.037139196,0.016276559,0.033135902,0.362582475,-0.006955284,0.01123449,0.037345223,-0.012790328,0.365894943,-0.051694721,-0.050315291,-0.051525917,0.043158382,0.02063936,-0.108843014,-0.066193774,0.015970647,0.33728677,-0.049270835,0.032137237,0.022652443,-0.016428243,-0.017937988,0.213406369,0.025826054,-0.306177497,0.04406587
comp156,-0.006082419,-0.027917465,0.0665593,0.129928961,-0.074012965,0.503784597,-0.037188724,-0.088551104,-0.068004467,0.058047954,0.081600308,0.046322286,-0.026720967,-0.022912322,-0.128364176,-0.045482647,-0.084292896,-0.026228756,-0.101322278,0.042817526,0.095419623,-0.094031639,0.090181246,-0.226307184,0.062873229,-0.221163929,0.020127662,-0.000618923,0.072882056,0.044291418,0.044151656,0.21032466,-0.02344819,0.02145608,0.068374462,-0.033420306,-0.135871693,0.007356709,-0.044094402,0.051150363,0.51756686,0.004034048,0.009049498,-0.015924899,0.077276826,0.409674436,0.013796191,-0.212336928,-0.00545714,-0.083392471,0.030867606,-0.140704051,-0.012400828,0.051527787,0.333200604,-0.039017309,0.022959214,-0.028693261,0.018539557,-0.055910151,0.066655383,0.037989076,-0.442008138,-0.026236853
comp157,0.08353705,0.008776071,0.07862103,0.083496623,-0.042749595,0.363864362,-0.34170109,-0.011054308,0.065272138,0.048340689,0.001332507,0.025135411,-0.03212918,-0.022414293,-0.030446235,-0.02643203,-0.028792229,9.74E-05,-0.062584803,-0.007774324,0.079138301,-0.015323235,0.024138052,-0.446449488,0.032620814,-0.241873935,0.027962225,0.001418279,-0.011668606,0.01946467,0.024251478,0.231187493,-0.012021612,0.07365562,0.068175502,-0.013406788,-0.113398746,0.023190742,-0.015232551,0.070469022,0.502026558,0.001060735,-0.037842128,0.00827916,0.055730291,0.298262835,0.044429541,-0.137307197,0.036209024,0.046394419,0.03349331,-0.168162316,0.050465163,0.077205241,0.390330553,-0.039952386,0.004629544,-0.029555004,-0.091170251,-0.005158314,0.180699483,0.033893563,-0.508935809,0.06979344
comp158,-0.000393513,0.001131917,-0.1171958,0.002566813,-0.027153037,0.461351573,-0.411648989,-0.125013396,0.055430584,0.017474651,0.066674367,0.108853623,-0.011135951,-0.046424858,0.006074594,0.036871441,-0.005669374,0.020757305,-0.019265974,0.0209902,0.076893494,-0.103184678,0.073459551,-0.182201728,0.088965051,-0.169171572,0.047353692,0.001272339,0.057818819,0.129926085,0.032350291,0.244485125,-0.066584073,0.060848136,0.101105005,-0.025608815,-0.121953726,-0.034853116,-0.062082175,0.054955035,0.251591176,0.00035991,-0.03309644,-0.044045053,0.088668115,0.377653569,0.02373174,-0.236807033,0.002950878,0.033650767,0.016836882,-0.13710548,0.000908147,0.037955355,0.338642567,0.01212955,0.063666254,-0.080074362,0.005623192,-0.012604679,0.213368371,0.057169102,-0.349689811,0.013282596
comp159,0.073881127,-0.082328498,-0.966899097,-0.010376239,-0.007087717,0.238146409,-0.351650387,0.083947636,-0.011971603,0.025015693,0.094730414,0.12477009,-0.004926407,-0.09113311,0.098114476,0.093983993,-0.042128365,-0.047935206,-0.010054579,-0.051513504,-0.111995518,0.008836896,0.061791804,-0.128854915,-0.166215181,-0.210679084,-0.757795691,0.003915663,-0.080038019,0.07723707,0.089229397,-0.055158354,-0.059171889,0.110426188,0.062902682,-0.018701101,0.168910071,0.040713042,-0.036697447,0.158686072,0.103204906,-0.008595529,-0.068442002,-0.030150693,-0.00301825,0.386259794,0.033026244,-0.569313884,0.003889566,-0.131099328,0.137827694,-0.092334799,0.048835978,-0.045833893,0.529120207,-0.059986398,-0.011903602,-0.105178021,-0.098528385,-0.041082397,-0.305996984,0.141566396,-0.884728014,0.058128282
comp160,0.125412747,-0.029674735,0.063160151,0.091667518,-0.024579002,0.47382611,-0.293013215,-0.03553354,-0.062765539,0.10041479,-0.000847569,0.065831535,-0.040241059,0.06915804,0.02507708,0.000737784,-0.009894433,-0.059218582,0.048421279,-0.000198439,0.148810297,0.04325749,0.040031213,-0.455061078,0.023992183,-0.239286542,0.028595485,-0.037254337,0.074590586,0.049613349,0.036341175,0.255436391,0.021945497,0.06882029,0.182097375,-0.029452147,-0.165081531,-0.061283618,-0.022512142,0.036032096,0.315399408,-0.014018,-0.041391965,-0.026806995,0.050701622,0.423473597,0.035241701,-0.047517717,0.007011001,0.076883897,0.023017785,-0.152369246,0.00039913,0.030504357,0.346089154,-0.028353997,0.017716687,0.099613905,0.026068699,-0.06558685,0.204403013,-0.022946056,-0.316972584,0.085647784
comp161,0.113446817,-0.100996196,-0.044999011,0.021064093,-0.031030865,0.472478211,-0.00740929,-0.052374542,0.087539822,0.036642112,0.075480267,-0.028569952,-0.013710749,0.024295116,0.016446499,0.008453672,-0.007010431,-0.02247915,-0.028156238,-0.0202574,0.148548305,0.032202221,0.072951563,-0.25885424,0.024183756,-0.225147039,0.043450888,0.015321309,0.010210636,0.139147043,0.01145809,0.184298456,0.02825309,0.059537351,0.089739799,0.042228851,-0.155755565,-0.042400211,-0.043356322,0.019689985,0.299398005,0.015810998,-0.043042585,-0.037712831,0.001889323,0.376691133,-0.020284876,-0.229930922,-0.056323405,0.102165617,0.013837725,-0.122484535,0.036053736,0.001032118,0.263028353,0.003230765,0.032490909,-0.111905068,0.063128144,-0.028515322,0.161380947,0.020880193,-0.267150342,0.000834954
comp162,0.077476703,-0.126683801,-0.936366558,-0.00671734,-0.028312875,0.23748593,-0.360148877,0.136762828,0.050699882,0.053142518,0.110505655,0.128201991,-0.006257954,-0.093232088,0.043140404,0.073829971,-0.059286151,0.000140374,-0.027959568,-0.034593467,-0.029082498,-0.048600171,0.070860207,-0.110103153,-0.107374743,-0.234092042,-0.615529478,0.032925196,-0.103046961,0.067806721,0.070603862,-0.143358752,0.044401813,0.097678751,0.08987233,0.110425465,0.151278943,0.025471956,-0.079589151,0.112258136,0.096611828,-0.028923867,-0.068646386,0.043691713,0.050852314,0.450372368,0.030193156,-0.482107192,-0.026037775,-0.040041458,0.094483435,-0.081693403,0.112727381,-0.02730976,0.429776967,-0.042462263,-0.042419042,-0.146518871,-0.044221323,-0.019087456,-0.041685473,0.120602101,-0.879976571,0.059754889
comp163,0.003406356,-0.021034788,-0.2319507,-0.007738006,-0.029203694,0.459562361,-0.045590743,0.045057636,0.045852907,0.020368667,0.042944182,-0.046019208,-0.009630588,0.007009148,0.006058802,-0.02386583,-0.011010508,-0.065554693,-0.047301583,0.075216487,0.024770705,0.02808412,0.080676973,-0.197024524,-0.010816277,-0.22124967,0.056718793,-0.0341576,0.041337926,0.116906106,-0.00040815,0.204751685,-0.013975431,0.054769725,0.078078359,-0.01037225,-0.138212174,0.012201332,-0.013504358,-0.031766351,0.212744907,-0.043987401,-0.057279307,0.007434502,0.015278503,0.360445231,-0.033725742,-0.234549627,0.013893828,-0.00052931,0.020659477,-0.147705674,0.054682743,0.019324131,0.348636359,-0.035872381,-0.013379798,-0.042168669,-0.028827371,-0.001482771,0.178499088,0.042273734,-0.357631087,0.010463485
comp164,-0.029585021,0.006579478,-0.356459945,-0.012136715,-0.028715277,0.405145675,-0.01571071,-0.073548116,0.090899915,0.016888781,0.100727275,0.047972325,-0.00962669,-0.029935054,0.010882388,-0.005751162,-0.015904529,-0.045482557,-0.145663857,0.045426264,0.041016594,-0.011445764,0.091792822,-0.124999546,-0.061374012,-0.184501201,0.038127281,-0.037602849,0.0138033,0.119599819,-0.016840337,0.149524063,0.002655514,0.051856637,0.094009541,-0.011078868,-0.087592728,-0.002393792,-0.013532404,0.017312907,0.142804891,-0.048215512,-0.072093487,0.080006801,0.043969698,0.420038372,-0.059939794,-0.268010527,0.033350818,0.015778191,0.027933151,-0.114252746,0.072683156,0.006269002,0.342693597,-0.001072473,-0.007254475,-0.014973463,-0.062344428,-0.026637094,0.226423174,0.050215259,-0.376548767,0.000676455
comp165,0.046283945,0.09618897,0.063035645,0.084381655,-0.031332057,0.47973901,-0.32390672,-0.077499315,0.036547139,0.064224452,0.058229402,0.065375768,-0.023160206,0.02493749,-0.051809907,0.018234042,-0.05404377,-0.015531383,-0.057377815,0.051363532,0.146619111,0.024332926,0.010667133,-0.296535075,0.019721,-0.320607215,0.024690349,-0.015045088,0.097458571,0.037084639,-0.007389847,0.165663347,-0.018521402,0.044658143,0.119060345,0.017998168,-0.149174199,0.028190285,-0.01424505,0.053070236,0.589132488,-0.073666103,0.010507959,-0.029169254,0.043621223,0.293609262,-0.065809727,-0.118764579,-0.002083713,-0.041868098,0.027652889,-0.197936296,-0.002896318,0.068197474,0.37089631,-0.040893603,0.016544282,0.058806404,0.01278985,-0.067427464,0.143012896,-0.057598874,-0.369996309,0.032578371
comp166,0.135105133,-0.011992119,-0.019779345,0.026507149,-0.024510724,0.487253845,-0.03318774,0.061933126,-0.086773261,0.036830269,0.038207587,-0.001240852,-0.011440547,-0.049901575,-0.002466703,-0.021478424,-0.006367281,-0.019556195,-0.005357783,-0.040466666,0.040496688,0.103298157,0.041498147,-0.243982121,-0.054606777,-0.244404286,0.046217352,-0.016601549,0.037461754,0.126959756,-0.023496822,0.138332516,-0.025127472,0.057821132,0.084879793,0.043143418,-0.199189454,-0.019151703,-0.008055257,-0.009704229,0.333643049,0.068332903,-0.05775262,0.068046734,-0.03426462,0.2829445,-0.084110819,-0.204618633,-0.058866866,-0.018991537,0.012112588,-0.236591682,0.101437017,0.029403565,0.369622707,0.033518169,0.045610625,0.000137958,-0.036738429,0.027313119,0.143694222,0.025741331,-0.315947473,-0.006229318
comp167,0.088741347,-0.264535666,-0.996999621,-0.008609176,-0.001285018,0.126950264,-0.026514944,0.198450491,-0.082293786,-0.075811662,0.02471463,0.025117509,-0.003432927,-0.075083479,0.435418785,0.370274723,0.008348127,-0.162006199,-0.014809811,0.0070994,-0.152958736,-0.117903352,0.008365317,-0.052319717,-0.086968698,-0.118214376,-0.970897794,0.030409871,-0.117288195,0.103658319,0.188923642,-0.13274689,0.021225812,0.126797706,-0.039670438,0.036683075,-0.005827471,0.04158501,-0.242237583,0.135165274,0.087474972,0.072034433,-0.323753268,0.06895119,0.057950862,0.565172136,-0.015696563,-0.891734004,0.019167384,-0.059649087,0.420419484,-0.087650001,0.027019808,-0.442945927,0.71751523,-0.014413232,-0.089971758,0.106016137,-0.059494209,-0.349207819,-0.885069072,0.040910717,-0.958663225,-0.014099284
comp168,0.000342436,-0.043229386,-0.020080103,0.028120378,-0.023241211,0.370975375,-0.02264256,-0.051849622,-0.043751676,0.027767768,0.085785888,0.031711332,-0.013132901,-0.015757525,0.010434685,-0.006147246,-0.006956068,-0.035890471,-0.035680018,0.070074379,0.038899906,0.017146971,0.056624994,-0.207176581,0.01802662,-0.18215853,0.039804712,0.005639592,-0.003721586,0.132598519,-0.046680812,0.243130922,0.000781605,0.04455588,0.102646016,-0.0450527,-0.179432496,-0.007643373,-0.032896008,0.008918928,0.273514986,0.006205844,-0.049294192,0.065512665,-0.00484332,0.400598645,-0.035323989,-0.218656704,0.01082076,0.016336828,0.017080039,-0.258737832,0.017160099,0.034152344,0.343501478,0.012026382,0.034717694,0.030321036,-0.052829985,-0.011461442,0.16892086,0.062857568,-0.275860995,0.052184466
comp169,0.039647497,-0.008438688,-0.026776532,0.025343588,-0.027491631,0.525310874,-0.352863282,-0.078881457,0.126334861,0.020043356,0.006614158,0.131193221,-0.00980227,-0.03023885,0.019615296,-0.050614644,-0.004711146,-0.033241473,-0.06517683,-0.001936132,0.039136171,-0.109556727,0.079411119,-0.309823453,-0.014669585,-0.200828433,0.039973315,0.021142906,0.006233614,0.115688115,0.01193572,0.291327536,0.031931117,0.077837951,0.077467375,-0.039989669,-0.116371267,-0.001462761,-0.006726454,0.039340895,0.328012377,0.008757651,-0.028173311,-0.00608953,0.037694171,0.299755424,-0.011683342,-0.183542594,-0.00049396,0.082308218,0.010370433,-0.126825333,0.084180899,0.007860652,0.365301341,-0.082317948,0.008418294,-0.0232326,-0.021044545,-0.044113256,0.146738291,0.019328056,-0.46001032,0.044358209
comp170,0.062068928,-0.118075483,-0.9080441,-0.014633732,-0.021127941,0.300660878,-0.352529973,0.012332665,-0.037346572,0.025949366,0.05491139,0.010277554,-0.006628664,-0.028269723,0.009339178,0.061504602,-0.052548323,0.042031057,-0.038890861,0.013061336,-0.135605231,0.033169873,0.085405186,-0.094150878,-0.065194979,-0.212135807,-0.529695392,0.055012252,-0.043855947,0.07832253,0.049996532,-0.072703861,0.023707349,0.098774046,0.090850145,0.207380176,0.146824226,0.009489433,-0.110401511,0.141881377,0.093967617,0.018589174,-0.00152281,0.038613457,0.091025718,0.503182292,0.05228487,-0.423908174,0.026914323,-0.071155526,0.086959749,-0.07640937,0.103699923,-0.032225512,0.382018268,-0.045076225,0.007891786,-0.156832889,-0.07521911,0.0144574,-0.001692343,0.067729197,-0.838249624,0.023922222
comp171,-0.060336735,-0.021616613,-0.488411427,-0.013535549,-0.032213446,0.306687564,-0.039519146,-0.061559204,0.030438492,0.015168862,0.089300133,0.060770191,-0.012146742,-0.063539915,0.003253844,-0.02086716,-0.020619726,-0.000327918,-0.117527336,0.028000386,-0.042562623,-0.044625849,0.096128397,-0.141514137,-0.037345339,-0.189255282,-0.012536919,0.015532119,0.023137484,0.119822383,-0.005194935,0.246056512,-0.06409885,0.054081321,0.092274442,-0.094041705,-0.066892318,-0.044373024,-0.018363539,0.030648392,0.129628807,-0.020126259,-0.058297358,-0.014553114,0.008146088,0.351409137,-0.067399077,-0.282021612,0.023336478,-0.010904385,0.038085431,-0.12595515,0.052109886,0.019639783,0.291656643,0.000390373,-0.018851236,-0.011407336,-0.010460272,0.022015849,0.152849689,0.064310893,-0.470652699,0.115381375
comp172,0.033444379,0.056637697,0.056534644,0.08855781,-0.02557537,0.495824426,-0.01553303,-0.031255532,-0.133052662,0.128090411,0.022861144,0.025028102,-0.031254567,-0.015096356,-0.070439771,-0.02248683,-0.03898542,0.035180651,-0.068821654,0.040300112,0.097443677,0.067774527,0.090501398,-0.232103229,-0.021799045,-0.203908294,0.029582508,0.06475094,0.046473969,0.034258571,-0.050071035,0.259323329,-0.009857127,0.048296809,0.116381541,0.040237963,-0.194638312,-0.087465391,0.003893053,0.027891016,0.517733514,-0.052666593,0.001948614,0.061026178,-0.003058587,0.448107034,0.018515619,-0.1517656,0.05876926,-0.001485096,0.025673658,-0.18043907,-0.00342132,-0.013547995,0.261463135,-0.005305508,0.046485987,0.025507944,-0.037063506,0.001176664,0.071264386,-0.017074984,-0.373684675,0.081357509
comp173,0.077753767,-0.061329823,-0.170629948,-0.008838108,-0.030396646,0.404516578,-0.037859377,0.009210126,-0.091172293,0.027138069,0.068033449,0.050217789,-0.011196003,-0.050679423,-0.087391391,-0.045668326,-0.010077962,-0.025841495,0.053128503,0.035457112,0.059315,-0.087217934,0.014650766,-0.191761211,0.002414779,-0.241494238,0.056692019,0.0597344,0.047674377,0.128936812,0.001473808,0.18491213,0.047733277,0.064854972,0.09137816,0.06736324,-0.047674827,-0.03928965,-0.080680057,-0.090616755,0.308204263,-0.005332191,0.111412682,-0.026976082,0.054653395,0.400949091,0.001396476,-0.221238986,0.00287607,-0.101815358,0.025560111,-0.163369492,0.004026015,0.078385137,0.305807561,-0.147961035,0.045982387,-0.059552096,0.031220451,-0.010849931,0.163142323,0.04419009,-0.272421777,-0.075387157
comp174,0.064463109,-0.012071283,0.062922411,0.046592038,-0.023923445,0.547374129,0.004287349,-0.072215378,-0.030617051,0.22319822,0.058429301,0.018305715,-0.042448044,-0.025828235,-0.040875066,0.041960929,-0.056900557,0.006197501,-0.111436337,0.033724271,0.077267587,-0.070052378,0.023440545,-0.195144355,-0.015007932,-0.23808983,0.029715709,0.031970438,0.001749539,0.034656882,-0.105553962,0.206242308,0.016980449,0.064977899,0.119993016,0.00104,-0.156861201,0.081722327,-0.024720898,-0.011855992,0.591958284,-0.000428397,-0.019185226,-0.031897075,-0.012410389,0.394207597,-0.029088719,-0.165857568,0.023281474,0.037697889,0.02094084,-0.209824398,0.055474009,0.088335894,0.316194326,0.008257609,-0.016884107,0.037269875,-0.060776208,-0.022427725,0.075348869,-0.005468746,-0.299880862,0.059043217
