SMID,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63
comp349,-0.006523404,-0.017223807,-0.818417788,-0.017539879,-0.038644902,0.270617932,-0.044251785,-0.011803454,0.037119146,0.022045545,0.017131774,-0.070895873,-0.010732934,0.037613697,0.061718855,0.015482401,-0.059383683,0.022948597,-0.052111324,0.005472462,-0.133887649,0.111923821,0.089999147,-0.130687833,-0.023309894,-0.247169808,-0.344586611,0.067722656,-0.020670515,0.103179157,0.060833678,0.0242051,0.006954678,0.072878033,0.117865734,0.060268868,0.050427251,-0.049812336,-0.104012817,0.133950695,0.110969692,0.008777226,-0.067310855,0.037317701,-0.064602241,0.397637963,0.006459808,-0.348217428,0.02420898,-0.095005713,0.066197991,-0.048206296,0.206185222,0.031996477,0.333450228,-0.036780529,-0.023592053,-0.053181138,-0.069224589,0.019228417,0.051763579,0.027395183,-0.756439626,0.123545974
comp350,0.083885558,0.005749284,-0.446561456,-0.014959043,-0.036311034,0.389471054,-0.035646562,0.001160596,-0.074124582,0.031215684,0.029069079,0.000456717,-0.012317875,0.026631001,-0.021962967,-0.010601709,-0.026845215,-0.04157304,-0.000942941,0.037416618,-0.023518918,0.081079766,0.10391888,-0.169147879,-0.022851434,-0.266158968,0.013047914,0.023153383,-0.002109352,0.12431401,0.000514203,0.160125569,0.029449573,0.059988528,0.095467523,-0.037511542,-0.048607096,-0.10262946,-0.025981763,0.007195474,0.183261633,-0.007768488,-0.057013046,0.066477358,-0.06353806,0.331767231,-0.063523933,-0.276239604,-0.036585048,-0.006948796,0.027864605,-0.106417917,0.120659091,0.035165381,0.297600418,-0.057530377,0.022485869,-0.104810648,-0.041258536,0.036576573,0.161172435,0.009451553,-0.306247294,0.09748406
comp351,0.02373798,-0.075292289,-0.594378531,-0.008952068,-0.03696651,0.360954762,-0.390749991,-0.106358849,-0.038826924,0.02777867,0.055091772,0.123706646,-0.014550773,-0.03859999,0.070957392,-0.006262993,-0.030949008,-0.006630885,-0.037668787,0.03351371,-0.072858237,-0.089378208,0.100107417,-0.132228911,-0.038737077,-0.197147116,-0.035652582,0.037162103,0.015745325,0.107635289,-0.090284362,0.186374679,0.077056237,0.062782735,0.090361625,-0.018788381,-0.010959255,-0.056723047,0.023782283,-0.06456127,0.122643679,-0.020726956,-0.029359501,-0.014483473,-0.08682891,0.357751817,-0.000438021,-0.278903097,-0.003835681,0.025315976,0.036861986,-0.121740133,0.004694686,0.00914394,0.324237645,0.048261959,-0.022285134,-0.069813482,-0.006285131,0.019745054,0.1582627,0.039701182,-0.49024424,0.134280652
comp352,0.000345113,-0.024571998,-0.244618207,-0.002462161,-0.03093742,0.40618363,-0.002130532,0.008062134,0.068179131,0.018815102,-0.264008433,-0.014693663,-0.012795321,0.016294004,0.045373421,0.005317203,-0.010742455,0.050377682,-0.027956916,0.001186021,0.047128122,-0.073273145,0.089779012,-0.169239506,-0.009913854,-0.252613723,0.039162148,0.01532093,0.0459342,0.118696064,-0.018576264,0.15221189,-0.108215317,0.066279024,0.084539637,0.018307215,-0.122469231,0.00094192,-0.033944,-0.059718795,0.275244236,0.068068482,-0.008191876,0.021727506,0.031020176,0.293720394,-0.125242859,-0.24945958,-0.120695665,0.002132883,0.021532059,-0.202960372,0.071900062,0.060258038,0.285864204,-0.023583306,0.04401736,-0.053816523,-0.028999589,0.078032412,0.175004631,-0.008179322,-0.416676074,-0.018971313
comp353,-0.022267696,0.036924947,-0.663547635,-0.018260768,-0.034657016,0.342852652,-0.046967156,-0.078632601,0.092055731,0.026543958,0.148029491,0.019786824,-0.011357441,-0.027507158,0.029819613,0.04685647,-0.043085862,-0.004920239,-0.024197506,0.086446479,-0.016083062,-0.029437166,0.082439937,-0.144499093,-0.018652489,-0.220503658,-0.089749672,0.005651958,-0.031504963,0.107503623,0.019965401,0.063108534,-0.0061226,0.057775408,0.098724596,-0.031623941,0.00110005,0.009257193,-0.072754651,0.073482305,0.120093644,-0.073132955,-0.032673348,0.097754806,0.002685471,0.393911779,-0.002206506,-0.315716565,-0.127505869,-0.033200189,0.048862725,-0.07797876,0.046202444,0.028275469,0.329061568,0.031826161,0.05216356,-0.085652366,-0.009374208,-0.014563366,0.096791409,-0.011629257,-0.575660706,0.058872882
comp354,0.01050737,-0.0837515,-0.403474897,-0.016742468,-0.031437248,0.420791984,-0.049830873,-0.061836787,-0.050245699,0.017964829,0.085690811,0.051663987,-0.011943834,-0.041376237,-0.014443855,0.028122127,-0.021927927,-0.02771041,-0.054996822,0.030433087,-0.001009479,-0.108481362,0.106380157,-0.104758158,-0.02040842,-0.217588246,0.018480688,0.052469995,0.027374908,0.129510254,0.053891737,0.153717428,0.023746546,0.052917033,0.099445388,0.059208348,-0.06764055,-0.065489329,-0.040613312,-0.002575835,0.187965035,-0.005344894,-0.01698277,-0.007415615,-0.003491271,0.323320478,-0.065150976,-0.278558791,0.006495789,0.025068844,0.027312934,-0.19429934,0.060618415,0.06713336,0.326694697,-0.019565845,0.077415459,0.048386749,-0.037927065,0.007144104,0.254646748,0.055785924,-0.347904474,0.032432456
comp355,0.015528751,-0.048777103,-0.837494314,-0.016427059,-0.032397497,0.296997279,-0.376179665,-0.04691511,0.020538084,0.017386409,0.075281613,0.115351751,-0.008869164,-0.030329986,0.049947683,-0.026853353,-0.06443315,-0.05695137,-0.011230214,0.026476845,-0.146949738,-0.049793478,0.08617685,-0.108684622,-0.035735283,-0.228791356,-0.378769189,0.070910312,-0.007194168,0.097590625,0.085518546,0.059093427,0.027279487,0.089578331,0.103369333,0.087862551,0.078029342,-0.045020632,-0.081740931,0.159226447,0.113323033,0.043965474,-0.022918183,-0.026232805,-0.04577199,0.3786681,0.047674965,-0.38932243,0.01002466,-0.051334567,0.077540606,-0.037057538,0.16124557,-0.001946532,0.346736789,-0.025601884,0.015785424,-0.173361108,-0.066294692,0.032099873,0.006120617,0.112631895,-0.774612129,0.083750404
comp356,0.071927242,-0.08006154,0.061620444,0.217408895,-0.03324116,0.33771655,-0.379188567,-0.069015436,-0.025077546,0.01225004,0.042717416,0.115610503,-0.035186272,-0.029559439,0.017614676,-0.010647953,-0.040856346,-0.015979515,-0.001882605,0.013996624,0.118748344,-0.10615012,0.001035848,-0.393644035,-0.003562456,-0.336351991,0.013227249,0.052119307,0.066363208,0.025067588,-0.069940187,0.23476629,-0.01093525,0.071955875,0.152978346,0.060683805,-0.161534265,0.011735198,-0.063127168,-0.020203946,0.325179726,0.076289617,0.003800666,-0.027183043,-0.005464721,0.314148337,-0.016181484,-0.029457038,-0.00707719,0.015409833,0.018045336,-0.264982045,0.01957361,0.01148529,0.292009145,0.050506562,0.036738224,0.063725851,0.015823053,-0.052254636,0.247488946,0.009584073,-0.425608605,0.061073191
comp357,0.104590632,-0.144142151,0.071428388,0.051865768,-0.052686799,0.420885265,-0.359757394,-0.082142465,-0.009370433,0.107454948,0.072295576,0.09922877,-0.030150222,-0.011032305,-0.013609973,-0.056296006,-0.034793392,-0.035076402,0.003590019,-0.022807455,0.073652536,-0.085126631,0.030043377,-0.359916359,0.025538737,-0.29137972,0.018606655,0.033092987,0.000114414,0.027049767,0.015354638,0.298972905,-0.051642243,0.076241396,0.17375803,0.040004957,-0.10927166,0.001235687,-0.076626331,-0.00705084,0.493094355,0.069929466,0.007717182,-0.027260233,0.009488211,0.355736226,-0.009138358,-0.033805765,0.003228426,0.005096953,0.030919999,-0.100501753,0.087020189,0.070126966,0.275259882,-0.035672676,0.011064043,-0.106526218,-0.002585959,0.011175357,0.131341219,0.059723608,-0.40777424,0.054572612
comp358,0.029336007,0.04487643,-0.121026054,0.006640821,-0.026503615,0.4165169,-0.002649139,-0.062052879,-0.031348653,0.017466363,0.061772332,-0.006471508,-0.012009574,0.038402531,-0.020494748,0.002662039,-0.007379549,-0.032775629,-0.082422346,0.04907291,0.043324791,0.05654246,0.080762155,-0.251658112,-0.028896192,-0.21638757,0.048291568,0.017644608,0.010534586,0.132077515,-0.042551655,0.213281497,0.016764624,0.045608878,0.086826943,-0.006755088,-0.129991233,-0.047419194,-0.004778063,-0.064878143,0.261750311,-0.001907766,-0.047074195,-0.037261445,-0.045326781,0.374741167,-0.017468488,-0.216059804,0.067545347,0.036906421,0.017876595,-0.221597508,0.089150235,0.086856343,0.340986848,0.009546747,0.009248463,-0.044484209,-0.082098767,0.007795704,0.174593091,-0.01514201,-0.236527666,0.142585307
comp359,-0.005217852,-0.000257366,-0.318435878,-0.014816809,-0.030953232,0.441112697,-0.075955234,-0.035291772,0.049934585,0.023721311,0.06986969,-0.04123465,-0.011896968,-0.049472608,-0.041170187,-0.0311574,-0.010952245,-0.016117025,-0.063037887,-0.029537613,0.143882617,-0.04425472,0.080855645,-0.153443351,-0.012584288,-0.203602135,0.027825296,-0.024833323,0.044222258,0.146897972,0.003811544,0.208497822,-0.023552729,0.064655602,0.10084413,-0.011812886,-0.103485726,-0.030121017,-0.074689262,0.035411209,0.200182691,-0.076465108,0.062462304,0.026908983,0.090448469,0.377266169,0.036917511,-0.287839919,-0.116413392,0.042608421,0.031121016,-0.15118888,-0.027719442,0.004235517,0.222745135,-0.022063823,0.020417046,-0.055296399,0.060506299,-0.015755514,0.165129662,-0.003996319,-0.413657218,-0.086030968
comp360,0.004689977,-0.021569952,-0.357476205,-0.017265283,-0.032181755,0.413786978,-0.016267596,-0.051301736,0.058394924,0.017258961,0.086711191,0.046062976,-0.01133326,-0.038045634,-0.030713135,0.018930811,-0.016384777,-0.038842302,-0.123751782,0.041952319,0.015711382,-0.001727145,0.100658759,-0.1397001,-0.040723454,-0.215294465,0.032536604,0.008500372,0.019892519,0.132372469,-0.045222584,0.192164898,0.044163041,0.048213899,0.092304371,0.04938294,-0.082239099,-0.030370936,-0.032688119,0.021896878,0.161370605,-0.038379021,-0.070015714,0.047768675,0.055662211,0.414933711,-0.075031646,-0.26156202,0.018851019,0.034125578,0.02482146,-0.113819502,0.059753135,0.023701038,0.311658889,0.018766969,0.001015074,-0.001232616,-0.032155342,-0.01709863,0.22585018,0.070823416,-0.275426358,0.047477107
comp361,0.089488387,-0.04125696,0.062184792,0.102997318,-0.141521066,0.448293686,-0.043418333,-0.115769126,-0.084464118,0.041487701,0.068440475,0.051701874,-0.044192668,-0.041982196,0.006488651,0.015742043,-0.04937024,-0.023967983,0.008822149,0.012090036,0.097568899,-0.075749271,0.024082121,-0.488359332,0.027630687,-0.139207304,0.031709358,0.013718096,0.028485471,0.054959435,-0.057995204,0.221628323,0.044273015,0.074014656,0.149221584,-0.024226386,-0.149553552,0.019138301,-0.028350908,-0.030415246,0.382600605,-0.007903087,0.001504482,-0.024990244,0.046013352,0.396410465,0.019954627,-0.053559352,-0.005513787,0.057301264,0.029443592,-0.133819997,0.013542296,0.055679858,0.349668652,-0.037565965,0.019636581,0.001165874,0.01014372,-0.05560603,0.172631562,-0.000449091,-0.451396823,0.073605016
comp362,0.027280422,0.0323341,0.049766619,0.146222353,-0.035905778,0.617359519,-0.091996893,-0.012192653,-0.01355348,0.134380803,-0.013856424,-0.005056485,-0.038692281,-0.015242065,-0.011243531,-0.011113381,-0.018264847,-0.029151898,-0.089094006,0.015070367,0.119087383,-0.018565292,-0.003992301,-0.204249442,0.02992109,-0.263389796,0.030719433,-0.002842733,0.076970845,0.035862099,0.021657998,0.186019883,-0.055526011,0.094283432,0.150659963,0.002698601,-0.169817597,-0.018850917,-0.00723711,0.024022015,0.282130271,-0.028171409,-0.004523117,-0.017367274,-0.046983212,0.308086693,-0.049867954,-0.042378157,0.018188296,-0.022527607,0.018033504,-0.201895997,0.05090972,0.023696637,0.30953458,-0.033968966,0.015991047,-0.00616911,-0.037075017,-0.043401822,0.16946812,-0.001430004,-0.52092272,0.050388839
comp363,0.043221198,-0.019530805,0.010040929,0.045618452,-0.024228381,0.386034042,-0.007500452,-0.018401058,-0.009100697,0.019945601,0.062685549,-0.022374785,-0.011852603,-0.003210963,-0.026876524,-0.004265022,-0.006589765,-0.040099833,0.036286492,0.032362346,0.058775403,0.066417016,0.051721472,-0.306118608,0.056140941,-0.263030767,0.030940177,-0.019630006,0.041448269,0.122957259,0.009691639,0.215427145,0.024532607,0.052171081,0.069929667,0.033647865,-0.159356996,0.014832799,-0.011386876,-0.017551223,0.451548189,0.018050021,0.069578797,-0.047855355,-0.036820296,0.358195841,-0.001157469,-0.173480541,-0.059822977,0.012543204,0.015441805,-0.212419063,0.006019303,0.039906576,0.351195842,-0.008827982,0.050494816,-0.034931265,0.014959238,-0.045416642,0.138942376,0.001776465,-0.405635267,0.058825243
comp364,0.012542444,-0.014305014,-0.085844085,0.00700292,-0.02552768,0.461900592,-0.22803326,-0.091049686,0.027687794,0.016098399,0.077932581,-0.00087376,-0.012879762,-0.056236923,0.044250403,-0.016004277,-0.00851348,0.00803439,-0.03516696,0.030313287,0.10920126,-0.113620251,0.002219129,-0.233532712,-0.025179863,-0.235514611,0.043052223,0.002281329,0.051366657,0.124095678,-0.014972749,0.200001374,0.01777735,0.065568477,0.089911506,-0.050142799,-0.101999484,0.031990133,-0.062386565,-0.015543385,0.32502681,0.029675387,0.000662226,-0.032200351,-0.006340418,0.321188688,-0.039681606,-0.196344122,0.074737713,-0.015034991,0.017574072,-0.17055203,0.047503334,0.022536475,0.296006352,-0.059772749,0.049191337,0.006862037,0.003768842,-0.053266708,0.159765705,0.050793957,-0.405034721,0.006857229
comp365,0.081970274,0.019730089,0.06586656,0.116662093,-0.055949822,0.338894457,0.010388306,-0.039158009,-0.000166558,0.041451462,0.049553763,0.015886888,-0.017610272,-0.00835277,0.055973705,-0.012579124,-0.020643165,-0.057408158,-0.084309086,-0.009056165,0.111827321,-0.020526752,0.041133113,-0.419459909,-0.031058548,-0.352732629,0.019296009,0.022969509,0.103754401,0.021267042,-0.051684275,0.209053814,-0.004605268,0.046490088,0.14127551,0.022276703,-0.101521738,-0.010831667,-0.020434313,0.01414196,0.574162543,-0.078616783,0.026691215,-0.024139073,0.020273088,0.303408355,-0.009077378,-0.030860173,0.024667449,-0.026408767,0.064566731,-0.135359302,-0.023288438,0.074726716,0.352752239,0.051540717,0.044381592,0.034644712,-0.062098403,-0.022468038,0.190351471,0.021178029,-0.414575815,0.067107841
comp366,0.022434888,0.025240058,-0.601910591,-0.018018378,-0.034000978,0.330121279,-0.036159556,-0.021523405,0.112219401,0.025359239,0.072589077,-0.001001541,-0.010843502,0.029375751,0.002519305,0.016057696,-0.040287413,-0.013310351,-0.02095725,-0.023792902,-0.024097309,0.10522119,0.099273399,-0.181901485,-0.10273584,-0.22865802,-0.065280817,-0.00437462,-0.055621173,0.109929055,-0.013859238,0.093055092,-0.012825711,0.056658298,0.090004317,-0.032953046,0.002625416,-0.006987026,-0.022009483,0.101322249,0.121765435,-0.001371664,-0.076842539,0.012143291,0.027725354,0.384349734,-0.040501788,-0.299283653,-0.072964191,-0.008096145,0.045721143,-0.105355069,0.084109582,0.024721621,0.30818823,0.051068034,0.072959736,-0.07513532,-0.075107001,0.000433948,0.084705517,-0.007550224,-0.493947953,0.06591063
comp367,0.069907583,-0.001886997,-0.822569311,-0.020001991,-0.01314867,0.329594702,-0.124175616,0.004423592,-0.01485448,0.043145366,0.096487537,0.004819421,-0.008450624,0.015656495,-0.059433144,0.035219647,-0.041762028,-0.029534746,-0.020178078,0.045177426,-0.048577789,-0.058514807,0.070779093,-0.173365951,-0.059159596,-0.240797088,-0.31068328,0.071629919,0.047047727,0.092220664,-0.001016804,-0.022156216,-0.130745262,0.067936122,0.089930035,-0.001466114,0.09289369,-0.028903417,-0.048072621,0.08763995,0.099209875,0.006982854,0.012113487,-0.001039667,0.092419468,0.480872303,0.041356575,-0.36875689,0.00690307,-0.126226798,0.077695668,-0.077238277,0.063601926,0.085997753,0.377156645,-0.036756393,-0.002514515,-0.126101822,0.038216516,-0.044843692,0.005532278,0.166644707,-0.691693008,-0.038404647
comp368,0.122314274,-0.004616103,-0.053596038,0.008356691,-0.030274982,0.514627516,-0.01741357,-0.0406048,-0.022051519,0.02726071,0.063951291,0.022782197,-0.010614222,-0.017026927,-0.017809454,-0.014021995,-0.008579948,-0.065630592,0.037190307,0.055770844,0.167281032,-0.033652149,0.070319839,-0.26141718,0.002885332,-0.22928974,0.039086647,-0.022908157,0.130822361,0.138171822,0.01326755,0.20152095,-0.014340705,0.056577712,0.082873084,0.031856995,-0.135444745,-0.04429502,-0.040491208,-0.037702367,0.345718592,-0.118985265,0.087683789,0.03292961,0.063840546,0.350714147,0.018719301,-0.202947155,0.027861746,-0.047996536,0.013419837,-0.132052243,-0.07960397,0.019472182,0.32552731,0.010620699,0.021901371,-0.007622812,0.058146778,-0.069836728,0.157111853,0.039680842,-0.215011567,-0.010514042
comp369,0.060993344,-0.029875392,-0.187408775,-0.009916536,-0.029898601,0.444270402,-0.164496467,-0.089188099,-0.032891486,0.016323999,-0.029306529,-0.037577733,-0.01273963,0.045873739,0.003727238,-0.004919016,-0.010763409,-0.062977716,0.004128438,0.01102855,0.108049802,0.081551641,0.103716679,-0.24029924,0.026973501,-0.217466086,0.044202622,-0.043653551,0.094505407,0.14124915,0.053419922,0.24606517,0.021397199,0.059074491,0.088448547,-0.034914099,-0.077138238,-0.096662723,-0.005742925,0.010900499,0.270188451,-0.011162663,0.001159792,-0.020621663,0.04682323,0.406031191,0.052042689,-0.224983796,0.074629813,0.072696015,0.020684123,-0.105894908,-0.014387008,0.026314687,0.278981298,0.002604848,0.054075096,-0.005923842,0.010476933,-0.071472943,0.193755224,-0.003180334,-0.287016153,0.097335152
comp370,-0.028075751,-0.048172478,-0.355149329,-0.010678371,-0.028736178,0.400062501,-0.016367169,-0.049790159,0.013432981,0.016742842,0.082583562,0.046263751,-0.010714554,-0.035936236,0.000484856,0.046850003,-0.012885462,-0.036341451,-0.143328354,0.031409733,0.007272746,-0.001275652,0.085929476,-0.120172635,-0.041450545,-0.190395802,0.038901538,0.004968179,0.026719749,0.121418118,-0.032091532,0.145946741,-0.007803005,0.048654824,0.090235077,0.020974269,-0.109518006,-0.004982602,-0.025150392,-0.053533051,0.147430331,-0.038007073,-0.072987698,0.048829194,0.014554936,0.42784366,-0.069269247,-0.258551896,0.019249624,-0.003056171,0.027127951,-0.138429478,0.064059399,0.033532578,0.342456132,-0.03633336,-0.013343779,0.002400464,-0.056249581,-0.028056461,0.241318494,0.063011363,-0.38631624,0.033867802
comp371,0.12563774,0.007426536,-0.657326996,-0.012465918,-0.042223699,0.376477569,-0.296592236,0.097761802,-0.055286925,0.066109285,0.018950617,0.058985293,-0.010826048,0.017475573,-0.002085466,0.010020584,-0.032039177,-0.086020537,0.016366567,0.025347866,0.067840844,0.069458544,0.095155105,-0.130051002,0.007926885,-0.250730723,-0.048253797,-0.046468794,0.090006158,0.105025649,-0.016936891,0.082556158,-0.038689911,0.054168195,0.078590125,-0.007167654,0.017175382,-0.086722195,-0.001398007,-0.051096171,0.13022089,-0.041306525,0.026637878,0.017494686,0.045343,0.453990638,0.041726612,-0.309000075,0.006342102,-0.07527291,0.047407597,-0.124741763,-0.005593328,0.017803388,0.319615871,-0.074385338,-0.007076005,-0.111268058,0.119597182,-0.042184185,0.165112436,0.073975474,-0.462003201,-0.040603515
comp372,0.044891369,-0.048697535,-0.008764365,0.030574691,-0.023550939,0.501843512,-0.418547392,-0.087739401,0.012089639,0.025327938,0.078217521,0.107743151,-0.011198998,-0.030605378,-0.002546337,0.025676452,-0.0070628,0.032184333,0.010980676,-0.002828594,0.079182424,-0.102833129,0.059520911,-0.289131671,0.082755223,-0.17388843,0.037699405,-0.011720299,0.04400108,0.110713422,0.044142295,0.262874693,-0.028582472,0.059162151,0.073851869,-0.022671018,-0.121214494,0.015583781,-0.071136147,-0.01992525,0.314982861,0.059507828,0.016163051,-0.040417232,0.056691851,0.4634808,0.048714977,-0.172721758,0.004702044,0.05961629,0.012523413,-0.15751642,-0.004377166,0.012666783,0.345917732,0.028699793,0.056220759,-0.052565616,-0.02486708,-0.022453353,0.139388457,0.05979808,-0.387613714,0.053298295
comp373,0.044751968,-0.009685375,-0.584883988,-0.014539243,-0.042634524,0.348155558,-0.336470425,0.068865947,0.11388319,0.046425033,0.018773496,0.06946265,-0.01378288,-0.017246444,0.013234911,0.03325472,-0.036247902,-0.056371499,0.044547003,0.016966633,0.085622072,-0.056627937,0.092585027,-0.122614004,0.011801144,-0.248342976,-0.037351854,0.008039175,0.039355665,0.118824184,-0.048779793,0.100007497,-0.018936815,0.063203514,0.084978491,0.007512675,-0.041911729,0.008556847,-0.005068444,-0.016565371,0.155764043,-0.04103205,-0.033823896,0.014893532,0.086110376,0.341654032,0.03358205,-0.321986794,-0.008046459,-0.005720451,0.043623656,-0.123733766,0.006939041,0.019875085,0.29790777,-0.027868543,0.046563223,-0.107410148,0.095998563,-0.050883166,0.149223149,0.054585069,-0.509451926,0.051244564
comp374,0.045890037,-0.059377011,-0.294817895,-0.014603732,-0.034499288,0.447406322,-0.037984114,0.011111774,-0.045103773,0.030836798,0.070973366,0.051238641,-0.011230299,-0.051556952,-0.062703878,-0.046621837,-0.00835761,-0.028505625,0.044939898,0.035776731,0.037842263,-0.083373204,0.076480649,-0.165731102,0.006758695,-0.211799875,0.04513967,0.061118174,0.032600265,0.129946634,-0.010210087,0.177155837,0.051005125,0.065070033,0.087776907,0.062171269,-0.073440172,-0.029161213,-0.082763001,-0.098532461,0.213430688,-0.012921465,0.109276779,-0.022232281,0.053517614,0.446671665,0.024397088,-0.257012844,0.003441312,-0.067587093,0.026602238,-0.119061641,0.014144299,0.074345529,0.295382679,-0.188366383,0.02795697,-0.074775867,0.055639118,0.0201526,0.159965798,0.047803305,-0.352532923,-0.146744058
comp375,0.079554997,-0.050969325,-0.905546665,-0.017190408,-0.014883107,0.315291494,-0.34998107,0.005027409,-0.040451407,0.028073605,0.018700751,0.080588855,-0.007225303,-0.014837813,0.09884648,0.089864947,-0.050514251,-0.052249648,-0.02685857,0.025430966,-0.030103996,-0.051262278,0.080158353,-0.135562703,-0.023821022,-0.224287823,-0.497691095,-0.024511388,0.017303672,0.080465376,0.080427721,-0.03830494,-0.044983637,0.078113824,0.123656407,0.00419462,0.143937767,-0.011227745,-0.062230855,0.097552277,0.10399878,-0.064615868,-0.057312284,0.024384137,0.05908709,0.444154292,0.033283774,-0.456294328,-0.005542427,-0.137523562,0.089275241,-0.085702009,0.023746377,-0.044489894,0.466761112,-0.080817603,0.000179863,-0.009428056,0.01237586,-0.09460707,-0.050587714,0.090932578,-0.765340269,0.035957001
comp376,0.053650215,-0.000651859,-0.517556429,-0.014704213,-0.0374819,0.369912535,-0.053909857,-0.010090006,-0.040934261,0.048912354,0.130534798,-0.023233166,-0.014722578,-0.087730683,-0.018122658,0.056163423,-0.02235062,0.000110891,-0.010070869,-0.014911235,0.00383464,0.032935373,0.095082045,-0.143257335,-0.042130988,-0.24678123,0.012776271,0.043335777,-0.032540619,0.120142281,-0.073399372,0.063522734,-0.005283384,0.054321855,0.086018406,-0.005079824,-0.028283538,-0.062479731,-0.055652402,-0.027641401,0.143407226,-0.054170921,-0.029502038,0.039474308,-0.044861365,0.446212977,-0.04309972,-0.285407692,-0.012607061,0.002200351,0.035519511,-0.086350702,0.049595822,0.108705923,0.307917923,-0.037770044,0.048356466,-0.108371131,0.042399682,0.022406515,0.170226082,0.064724497,-0.394780427,0.058333412
comp377,-0.023291314,-0.043483894,-0.318378985,-0.012500999,-0.026719118,0.429235548,-0.03877246,-0.052830607,-0.013594649,0.018853759,0.074051991,0.055626664,-0.010515077,-0.045778669,0.015318294,0.019518707,-0.010466827,-0.030268537,-0.151582852,0.03274997,0.024475388,-0.085296325,0.072063752,-0.123862125,-0.013994424,-0.170858294,0.046367321,0.005325292,0.042653803,0.122274518,-0.019635139,0.172996402,-0.004523643,0.0550026,0.095007107,0.007632975,-0.13843438,0.011571772,-0.034315404,-0.07477273,0.143295407,-0.076265574,-0.064679109,-0.019585259,0.017231032,0.45953846,-0.03589689,-0.262552172,0.006420638,-0.014769199,0.027337849,-0.108686171,0.046806838,0.035588164,0.312720776,-0.003965681,-0.032934818,-0.022291129,-0.026612893,-0.034556419,0.228560522,0.041656375,-0.432327837,0.007519439
comp378,0.02838083,-0.022194978,-0.135904908,8.47E-05,-0.028837359,0.458903879,-0.040601812,-0.125587553,-0.033182774,0.018146653,0.049254425,0.054026593,-0.014063749,-0.048219547,0.01387823,0.008684658,-0.008346741,-0.047779884,0.041095559,0.031683434,0.064779237,-0.060696881,-0.001793981,-0.201548949,0.026477646,-0.224975601,0.05607244,0.008125828,0.041368332,0.12938869,0.029139811,0.174615726,0.029323656,0.063288629,0.093838871,0.072554313,-0.102206834,-0.026512427,-0.051970854,-0.077886902,0.292362481,0.031369578,0.011201157,-0.023652179,0.005493486,0.3518233,-0.028339624,-0.20062238,0.019456163,0.013864981,0.016694993,-0.182613373,0.01582573,0.036833141,0.343525946,-0.010692416,0.047983225,-0.013966681,0.037589528,-0.045470722,0.183860511,0.035904612,-0.36711365,0.075338408
comp379,0.103399232,-0.070987605,0.024816798,0.073167473,-0.026068097,0.484582752,-0.304167926,-0.08933302,0.050072156,0.048906676,0.025399517,0.060729269,-0.012001608,0.066821754,0.020398587,0.043055274,-0.008460245,-0.032358926,-0.047324851,-0.006563934,0.158100292,0.029077576,0.052622627,-0.257991701,0.041001622,-0.24925293,0.035784446,-0.005902507,0.098006733,0.128192067,0.064248547,0.173001781,-0.055874363,0.052024271,0.075355567,0.013106185,-0.133463785,-0.006741139,-0.007013265,-0.027829338,0.413770705,0.021402093,-0.005989519,-0.019309839,0.022965042,0.317527175,-0.043003865,-0.165490761,0.006303289,0.017929832,0.012173742,-0.209677368,0.02109185,0.069261812,0.340288997,-0.053884652,0.03290638,0.028082773,0.044271898,-0.049741734,0.141899034,-0.014348336,-0.313259572,0.039554864
comp380,0.061777789,0.005091161,-0.267645687,-0.015080282,-0.03048598,0.453047872,-0.380238116,-0.096065328,0.047544587,0.020377319,0.038371459,0.118737333,-0.012728241,-0.034807373,0.036234599,-0.001751505,-0.012771741,-0.065269336,-0.05194544,0.015227954,0.159852087,-0.117107287,0.107219934,-0.165694997,0.001751014,-0.224464461,0.034596268,0.00313384,0.043989599,0.149178684,0.033849016,0.2564044,-0.014364026,0.048474122,0.099165738,-0.021441912,-0.082644388,0.004851388,-0.050762229,-0.009048936,0.222782969,-0.032475062,-0.022251764,-0.012832266,0.086522356,0.373683572,-0.007807036,-0.264153004,-0.005109638,-0.0261799,0.021714419,-0.143097058,0.024077395,0.021160115,0.26029107,0.014151187,0.056580734,0.010791636,0.032744307,-0.053048387,0.201714396,0.01243508,-0.198317468,0.051038407
