CID,SMILES
CID:4753,C1=CC=C(C=C1)CC(=O)NC(=O)N
CID:4756,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N
CID:4760,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
CID:4761,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2
CID:4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
CID:4768,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
CID:4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
CID:4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
CID:4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
CID:4845,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
CID:4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
CID:4870,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F
CID:4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
CID:4893,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CID:4906,CCCNC(C)C(=O)NC1=CC=CC=C1C
CID:4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
CID:4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
CID:4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
CID:4912,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
CID:4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
CID:4914,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
CID:4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
CID:4919,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
CID:4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
CID:4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
CID:4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
CID:4934,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
CID:4935,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
CID:4940,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
CID:4943,CC(C)C1=C(C(=CC=C1)C(C)C)O
CID:4946,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
CID:4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
CID:4991,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
CID:4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
CID:5002,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
CID:5029,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
CID:5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CID:5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
CID:5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
CID:5078,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
CID:5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
CID:5152,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
CID:5161,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
CID:5206,C(OC(C(F)(F)F)C(F)(F)F)F
CID:5212,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
CID:5245,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
CID:5248,CCCCCCCCCCCCCCOS(=O)(=O)O
CID:5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
CID:5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
CID:5314,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
CID:5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
CID:5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
CID:5333,C1=CC(=CC=C1N)S(=O)(=O)N
CID:5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
CID:5351,C1=CC(=CC=C1NCS(=O)O)S(=O)(=O)C2=CC=C(C=C2)NCS(=O)O
CID:5355,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
CID:5358,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
CID:5359,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
CID:5361,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C
CID:5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
CID:5381,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
CID:5391,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
CID:5401,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
CID:5403,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
CID:5429,CN1C=NC2=C1C(=O)NC(=O)N2C
CID:5440,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
CID:5452,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
CID:5468,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
CID:5472,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
CID:5482,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
CID:5487,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
CID:5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
CID:5504,C1CN=C(N1)CC2=CC=CC=C2
CID:5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
CID:5509,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
CID:5510,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2
CID:5533,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
CID:5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
CID:5560,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
CID:5566,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
CID:5568,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
CID:5572,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
CID:5574,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C
CID:5576,CC1(C(=O)N(C(=O)O1)C)C
CID:5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
CID:5583,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC
CID:5584,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
CID:5587,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
CID:5593,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
CID:5596,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
CID:5656,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
CID:5665,C=CC(CCC(=O)O)N
CID:5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
CID:5732,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
CID:5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
CID:5735,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
CID:5743,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
CID:5745,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O
CID:5749,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
CID:5754,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
CID:5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
CID:5756,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
CID:5757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CID:5770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
CID:5775,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
CID:5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
CID:5816,CNCC(C1=CC(=C(C=C1)O)O)O
CID:5819,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
CID:5833,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
CID:5850,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C
CID:5865,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
CID:5870,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
CID:5875,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F
CID:5878,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
CID:5906,CC(C(C1=CC(=CC=C1)O)O)N
CID:5910,CCC1C(COC1=O)CC2=CN=CN2C
CID:5920,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
CID:5936,CC(C)OP(=O)(OC(C)C)F
CID:5965,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C.[Br-].[Br-]
CID:5978,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
CID:5983,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
CID:5991,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
CID:5994,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
CID:5995,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
CID:6000,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC
CID:6005,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
CID:6013,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
CID:6018,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
CID:6024,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
CID:6041,CNCC(C1=CC(=CC=C1)O)O
CID:6047,C1=CC(=C(C=C1CC(C(=O)O)N)O)O
CID:6058,C(CS)N
CID:6077,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
CID:6082,CC(C(C1=C(C=CC(=C1)OC)OC)O)N
CID:6098,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CID:6126,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-]
CID:6215,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
CID:6230,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID:6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
CID:6256,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
CID:6291,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC
CID:6307,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl
CID:6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
CID:6726,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
CID:6729,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
CID:6741,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
CID:6834,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
CID:6883,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
CID:7028,CC(C(C1=CC=CC=C1)O)NC
CID:7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N
CID:7638,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
CID:7699,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
CID:7741,C1=C(NN=C1)CCN
CID:8223,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
CID:8226,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
CID:8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2
CID:8280,CCC1(C(=O)N(C(=O)O1)C)C
CID:8550,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
CID:8612,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl
CID:8969,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
CID:9034,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
CID:9046,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5
CID:9051,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C
CID:9270,CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C
CID:9294,CC(C(C1=CC=CC=C1)O)NC
CID:9346,CC1=C(C=CC2=C1OC(=C(C2=O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
CID:9429,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
CID:9433,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
CID:9434,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46.[Br-].[Br-]
CID:9444,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
CID:9565,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2
CID:9642,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
CID:9782,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
CID:9878,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
CID:10180,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O
CID:10518,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2
CID:10531,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
CID:10547,CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-]
CID:10607,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
CID:10631,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CID:10635,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
CID:10770,CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2
CID:10917,C[N+](C)(C)CC(CC(=O)[O-])O
CID:11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC
CID:11291,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4
CID:12620,CCCCCCCCCCCCCCCCCCCCCCO
CID:13109,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID:13769,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
CID:14677,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
CID:15130,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C
CID:15209,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
CID:16231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
CID:16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
CID:16666,CC1CCC(C(C1)O)C(C)C
CID:16960,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
CID:17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
CID:19003,CC1(C(N2C(S1)C(C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C
CID:19861,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
CID:20279,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
CID:20299,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O
CID:21233,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C
CID:23576,C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5
CID:23897,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
CID:23925,[Fe]
CID:23994,[Zn]
CID:24083,[O-]S(=O)(=O)[O-].[Mg+2]
CID:24244,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C.[I-].[I-]
CID:25210,COC(CNC(=O)N)C[Hg]Cl
CID:25419,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
CID:26035,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C
CID:26879,C1CSC2=NC(CN21)C3=CC=CC=C3
CID:26987,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
CID:28417,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
CID:28864,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
CID:30323,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
CID:30668,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
CID:30751,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N
CID:31072,CCOC(=O)N1C=CN(C1=S)C
CID:31101,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
CID:31304,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CID:31307,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
CID:31378,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
CID:31401,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CID:31477,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
CID:31703,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
CID:32778,CC1=CC(=NO1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NN3CCCCCC3
CID:33572,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
CID:33741,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
CID:33746,CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C
CID:33887,C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
CID:34040,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br
CID:34312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
CID:34633,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4
CID:34698,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
CID:36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
CID:36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CID:36523,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CID:36811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
CID:37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
CID:37464,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
CID:37542,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
CID:37632,CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
CID:37720,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
CID:38521,C1CCC2(CC1)OCC(O2)CN=C(N)N
CID:38853,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
CID:38945,CC1=C(C(=CC=C1)C)NC(=O)C(C)N
CID:39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
CID:39147,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
CID:39186,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
CID:39468,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
CID:39507,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
CID:39765,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
CID:40326,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
CID:40839,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
CID:40973,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
CID:41693,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
CID:41744,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
CID:41781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
CID:41867,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
CID:42113,C(C(F)(F)F)(OC(F)F)F
CID:42890,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
CID:43008,COC1=CC2=NNN=C2C=C1C(=O)NCC3CCCN3CC=C
CID:43815,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CID:44093,CC(CS)C(=O)N1CCCC1C(=O)O
CID:44185,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
